field_id,category,name_es,description,data_type,unit,allowed_values,min_value,max_value,precision,requirement_class,required_from_stage,conditional_expression,prohibited_default,expected_source_document,extraction_hints,used_by_calculation_ids,used_by_drawing_ids,blocking_if_missing,review_role,source_ids
PVR-066,inverter,ganancia_optimizer_pct,"Ganancia energética estimada por uso de optimizers, en %.",number,%,,0,25,0.1,CONDITIONAL,BASIC_ENGINEERING,PVR-056==optimizer_string,false,Memoria de diseño,Modelar con sombreado parcial,PVR-C-006;PVR-C-010,PVR-DRW-008;PVR-DRW-009;PVR-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62548
PVR-067,inverter,ganancia_microinversor_pct,"Ganancia energética estimada por uso de microinversores, en %.",number,%,,0,25,0.1,CONDITIONAL,BASIC_ENGINEERING,PVR-056==microinverter,false,Memoria de diseño,Modelar con mismatch de módulo y sombreado,PVR-C-007;PVR-C-010,PVR-DRW-008;PVR-DRW-009;PVR-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1
PVR-068,inverter,clipping_ac_permitido_pct,"Porcentaje permitido de clipping AC anual, en %.",number,%,,0,5,0.1,RECOMMENDED,BASIC_ENGINEERING,,false,Memoria de diseño,Típico 1-3% según IEA PVPS,PVR-C-023;PVR-C-024,PVR-DRW-008;PVR-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,IEA_PVPS_T1_2024;IEC_62109_1
PVR-069,cabling,seccion_cable_dc_mm2,"Sección transversal del cable DC, en mm².",number,mm2,,2.5,240,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria eléctrica,Verificar ampacidad y caída de tensión,PVR-C-013;PVR-C-014,PVR-DRW-009;PVR-DRW-012,true,LEAD_ENGINEER_ELECTRICAL,IEC_60287_1_1;IEC_62548
PVR-070,cabling,longitud_cable_dc_m,"Longitud total del tramo DC desde string hasta combiner o inversor, en m.",number,m,,1,500,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria eléctrica / plano,Para caída de tensión DC,PVR-C-013;PVR-C-014,PVR-DRW-009;PVR-DRW-012,true,LEAD_ENGINEER_ELECTRICAL,IEC_62548;IEEE_835
PVR-071,cabling,seccion_cable_ac_mm2,"Sección transversal del cable AC, en mm².",number,mm2,,2.5,500,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria eléctrica,Verificar ampacidad y caída de tensión AC,PVR-C-013;PVR-C-022,PVR-DRW-010;PVR-DRW-012,true,LEAD_ENGINEER_ELECTRICAL,IEC_60287_1_1;NFPA_70_2023
PVR-072,cabling,longitud_cable_ac_m,"Longitud del tramo AC desde inversor a tablero principal, en m.",number,m,,1,2000,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria eléctrica / plano,Para caída AC y pérdidas,PVR-C-013;PVR-C-022,PVR-DRW-010;PVR-DRW-012,true,LEAD_ENGINEER_ELECTRICAL,IEC_60364_7_712;NFPA_70_2023
PVR-073,protection,tipo_proteccion_dc_string,Tipo de protección DC por string: fusible o breaker.,enum,-,fuse_gPV|breaker_dc|no_protection,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria eléctrica,Según IEC 62548 - requirement para N>2 strings paralelos,PVR-C-013;PVR-C-014;PVR-C-024,PVR-DRW-008;PVR-DRW-009;PVR-DRW-011,true,LEAD_ENGINEER_ELECTRICAL,IEC_62548;IEC_61643_11
PVR-074,protection,corriente_proteccion_dc_A,"Corriente nominal del dispositivo de protección DC, en A.",number,A,,1,100,0.5,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria eléctrica,Típico 1.25-1.56 × Isc_string,PVR-C-013;PVR-C-014,PVR-DRW-008;PVR-DRW-009,true,LEAD_ENGINEER_ELECTRICAL,IEC_62548;IEC_61643_11
PVR-075,protection,corriente_proteccion_ac_A,"Corriente nominal del breaker AC inversor, en A.",number,A,,1,1600,1,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria eléctrica,Típico 1.25 × I_ac_max,PVR-C-013;PVR-C-022,PVR-DRW-008;PVR-DRW-010,true,LEAD_ENGINEER_ELECTRICAL,NFPA_70_2023;IEC_60364_7_712
PVR-076,protection,tipo_surge_protection,Clase de protector contra sobretensiones (SPD) Type 1/2/3 según IEC 61643-11.,enum,-,T1|T2|T3|T1T2_combined,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria eléctrica,T1 si expuesto a rayo directo; T2 si indirecto,PVR-C-013;PVR-C-014,PVR-DRW-008;PVR-DRW-009;PVR-DRW-014,true,LEAD_ENGINEER_ELECTRICAL,IEC_61643_11;IEC_62305_3
PVR-077,grounding,resistencia_electrodo_puesta_a_tierra_ohm,"Resistencia del electrodo de puesta a tierra (PAT), en ohmios.",number,ohm,,0.1,25,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de PAT / medición de campo,Máximo 25 ohm según NEC 250; idealmente <5,PVR-C-013;PVR-C-014,PVR-DRW-011;PVR-DRW-014,true,LEAD_ENGINEER_ELECTRICAL,NFPA_70_2023;IEC_60364_5_54;IEEE_80_2013
PVR-078,grounding,conexion_equipotencial_a_estructura_existente,Indica si se realiza conexión equipotencial entre PAT del sistema PV y estructura metálica existente.,boolean,-,true|false,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de PAT,Obligatorio cuando estructura metálica accesible,PVR-C-013;PVR-C-014,PVR-DRW-011;PVR-DRW-014,true,LEAD_ENGINEER_ELECTRICAL,IEC_60364_5_54;IEC_62305_3;NFPA_70_2023
PVR-079,grounding,tipo_electrodo_puesta_a_tierra,"Tipo de electrodo de puesta a tierra: jabalina, placa, malla, conductor enterrado, estructural.",enum,-,rod|plate|mesh|buried_conductor|building_structural,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria de PAT,Structural si se aprovecha acero de refuerzo,PVR-C-013;PVR-C-014,PVR-DRW-011,true,LEAD_ENGINEER_ELECTRICAL,IEC_60364_5_54;IEEE_80_2013
PVR-080,grounding,numero_pernos_termoelectricos,Cantidad de conectores termoelectricos (bimétallicos) previstos en la estructura PV.,integer,-,,4,200,1,RECOMMENDED,BASIC_ENGINEERING,,false,Memoria de PAT,Cada 30 m lineales de riel y por marco,PVR-C-013;PVR-C-014,PVR-DRW-011,false,LEAD_ENGINEER_ELECTRICAL,IEC_62548;NFPA_70_2023
PVR-081,structure,tipo_estructura_roof,"Tipo de estructura soporte del módulo en cubierta: balasted, attached, sloped, flat.",enum,-,ballasted|attached_rail|attached_rail_less|attached_shared_rail|attached_vertical|sloped_roof_hook|flat_roof_triangle|BIPV,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de diseño estructural,Determina uso de balast vs perforación de cubierta,PVR-C-004;PVR-C-018;PVR-C-019;PVR-C-021,PVR-DRW-002;PVR-DRW-007;PVR-DRW-012,true,STRUCTURAL_ENGINEER,IEC_62548;UL_1703
PVR-082,structure,peso_bloque_balast_kg,"Peso unitario de cada bloque de balast (concreto o composite), en kg.",number,kg,,1,100,0.1,CONDITIONAL,BASIC_ENGINEERING,PVR-081 contains ballasted,false,Memoria estructural / catálogo,Cantidad n = (Uplift_total - Peso_propio) / peso_bloque,PVR-C-004;PVR-C-019;PVR-C-021,PVR-DRW-002;PVR-DRW-006;PVR-DRW-012,false,STRUCTURAL_ENGINEER,IEC_62548;RNE_DS_011_2006
PVR-083,structure,cantidad_bloques_balast,Número total de bloques de balast en el sistema.,integer,-,,0,50000,1,CONDITIONAL,BASIC_ENGINEERING,PVR-081 contains ballasted,false,Memoria estructural,Valida carga muerta adicional y uplift,PVR-C-004;PVR-C-019;PVR-C-021,PVR-DRW-002;PVR-DRW-006;PVR-DRW-012,false,STRUCTURAL_ENGINEER,IEC_62548
PVR-084,structure,tipo_riel_attachment,"Subtipo de riel para estructura attached: rail, rail-less, shared rail, vertical rail.",enum,-,rail|rail_less|shared_rail|vertical_rail,,,0,CONDITIONAL,BASIC_ENGINEERING,PVR-081 contains attached,false,Memoria estructural,Afecta spacing de attachments y torce,PVR-C-017;PVR-C-018;PVR-C-019,PVR-DRW-002;PVR-DRW-007;PVR-DRW-012,false,STRUCTURAL_ENGINEER,IEC_62548;UL_1703
PVR-085,structure,spacing_attachments_mm,"Distancia entre puntos de attachment a la cubierta, en mm.",number,mm,,200,2400,5,CONDITIONAL,BASIC_ENGINEERING,PVR-081 contains attached,false,Memoria estructural,Típico 600-1200 mm; validar con carga de viento,PVR-C-017;PVR-C-018;PVR-C-019,PVR-DRW-002;PVR-DRW-007;PVR-DRW-012,false,STRUCTURAL_ENGINEER,IEC_62548
PVR-086,structure,capacidad_pullout_attachment_kN,"Capacidad de pull-out del perno de anclaje a la cubierta, en kN.",number,kN,,0.1,20,0.05,CONDITIONAL,BASIC_ENGINEERING,PVR-081 contains attached,true,Memoria estructural / ensayo de pull-out,Determinante para spacing; ensayo per ACI 318 / ASCE 7,PVR-C-005;PVR-C-018;PVR-C-019,PVR-DRW-006;PVR-DRW-012,true,STRUCTURAL_ENGINEER,IEC_62548;RNE_DS_011_2006
PVR-087,structure,inclinacion_modulo_cubierta_grados,"Inclinación del módulo en cubierta (0 si coplanar, >0 si triángulo o hooked).",number,deg,,0,45,0.5,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria de diseño,Afecta POA y auto-sombreado,PVR-C-001;PVR-C-008;PVR-C-010;PVR-C-015,PVR-DRW-002;PVR-DRW-003;PVR-DRW-007,true,LEAD_ENGINEER_ELECTRICAL,IEC_62548
PVR-088,structure,material_perfil_estructura,"Material del perfil estructural del módulo: aluminio extruido, acero galvanizado, acero prepintado, composite.",enum,-,aluminum_extruded|galvanized_steel|prepainted_steel|composite|stainless_steel,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria estructural,Afecta durabilidad y compatibilidad galvánica,PVR-C-017;PVR-C-019,PVR-DRW-002;PVR-DRW-007;PVR-DRW-012,false,STRUCTURAL_ENGINEER,IEC_62548;RNE_DS_011_2006
PVR-089,structure,flecha_max_estructura_mm,"Flecha máxima permitida en el riel o viga estructural, en mm.",number,mm,,1,50,0.1,RECOMMENDED,BASIC_ENGINEERING,,false,Memoria estructural,Típico L/180,PVR-C-017;PVR-C-019,PVR-DRW-007;PVR-DRW-012,false,STRUCTURAL_ENGINEER,RNE_DS_011_2006;IEC_62548
PVR-090,structure,tipo_flashing_attachment,"Tipo de flashing usado en attachment a cubierta: flashing metal, boot EPDM, counter-flashing, none.",enum,-,flashing_metal|boot_epdm|counter_flashing|welded_membrane|none,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria estructural / envelope,none sólo para ballasted; para attached siempre flashing,PVR-C-020;PVR-C-021,PVR-DRW-007;PVR-DRW-012;PVR-DRW-013,true,STRUCTURAL_ENGINEER,RNE_DS_011_2006;IEC_62548
PVR-091,pvt,pvt_presente,Indica si el proyecto usa módulos PVT (híbrido eléctrico-térmico).,boolean,-,true|false,,,0,PROJECT_MANDATORY,FEASIBILITY,,true,Memoria de diseño,"Si true, completar PVR-092..PVR-095",PVR-C-011;PVR-C-012,PVR-DRW-002;PVR-DRW-007;PVR-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,ISO_9806;ASHRAE_93;IEC_62548
PVR-092,pvt,pvt_fluido_termico,"Tipo de fluido térmico del módulo PVT: agua-glicol, aire, refrigerante.",enum,-,water_glycol|air|refrigerant|dry,,,0,CONDITIONAL,BASIC_ENGINEERING,PVR-091==true,false,Memoria térmica,Determina componentes hidráulicos,PVR-C-011;PVR-C-012,PVR-DRW-007;PVR-DRW-015,false,MECHANICAL_ENGINEER,ISO_9806;ASHRAE_93
PVR-093,pvt,pvt_caudal_fluido_L_min,"Caudal de diseño del fluido térmico del PVT, en L/min.",number,L/min,,1,500,0.1,CONDITIONAL,BASIC_ENGINEERING,PVR-091==true,false,Memoria térmica,Típico 1-2 L/min por m² de módulo,PVR-C-011;PVR-C-012,PVR-DRW-007;PVR-DRW-015,false,MECHANICAL_ENGINEER,ISO_9806;ASHRAE_93
PVR-094,pvt,pvt_rendimiento_electrico_pct,"Rendimiento eléctrico del módulo PVT en STC, en %.",number,%,,8,25,0.01,CONDITIONAL,BASIC_ENGINEERING,PVR-091==true,false,Datasheet PVT,Típicamente 15-20%,PVR-C-011;PVR-C-012,PVR-DRW-002;PVR-DRW-007,false,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;ISO_9806
PVR-095,pvt,pvt_rendimiento_termico_pct,"Rendimiento térmico del módulo PVT (energía útil / irradiancia), en %.",number,%,,20,70,0.1,CONDITIONAL,BASIC_ENGINEERING,PVR-091==true,false,Datasheet PVT / ensayo ISO 9806,Función de T_in/T_amb y v_wind,PVR-C-011;PVR-C-012,PVR-DRW-002;PVR-DRW-007,false,MECHANICAL_ENGINEER,ISO_9806;ASHRAE_93
PVR-096,shading,sombra_propia_ratio,Ratio entre altura del módulo y spacing entre filas (H/D) para sombreado propio.,number,-,,0,3,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Memoria de diseño,Típico <0.5 para pérdidas <5%,PVR-C-010;PVR-C-001,PVR-DRW-002;PVR-DRW-003,true,LEAD_ENGINEER_ELECTRICAL,IEC_62548;NREL_SAM_2024
PVR-097,shading,sombra_edificio_propio_presente,Indica si el propio edificio proyecta sombra sobre la cubierta.,boolean,-,true|false,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Levantamiento 3D / estudio solar,"Parapetos altos, torres de escalera, equipos",PVR-C-010,PVR-DRW-001;PVR-DRW-002;PVR-DRW-003,true,LEAD_ENGINEER_ELECTRICAL,IEC_62548;NREL_SAM_2024
PVR-098,shading,sombra_vecino_presente,Indica si edificios vecinos proyectan sombra sobre la cubierta.,boolean,-,true|false,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,false,Estudio solar / levantamiento urbano,Requiere permiso municipal para altura vecinos,PVR-C-010,PVR-DRW-001;PVR-DRW-002;PVR-DRW-003,true,LEAD_ENGINEER_ELECTRICAL,IEC_62548;NASA_POWER
PVR-099,shading,sombra_vecino_altura_m,"Altura del obstáculo vecino que proyecta sombra, en m.",number,m,,0,200,0.1,CONDITIONAL,BASIC_ENGINEERING,PVR-098==true,false,Levantamiento urbano,Para modelo solar 3D,PVR-C-010,PVR-DRW-001;PVR-DRW-002,false,LEAD_ENGINEER_ELECTRICAL,IEC_62548;NREL_SAM_2024
PVR-100,shading,sombra_vecino_distancia_m,"Distancia horizontal del obstáculo vecino a la cubierta PV, en m.",number,m,,0,1000,0.1,CONDITIONAL,BASIC_ENGINEERING,PVR-098==true,false,Levantamiento urbano,Para modelo solar 3D,PVR-C-010,PVR-DRW-001;PVR-DRW-002,false,LEAD_ENGINEER_ELECTRICAL,IEC_62548;NREL_SAM_2024
PVR-101,production,produccion_anual_objetivo_kWh,"Producción anual objetivo del sistema PV en cubierta/carport, en kWh.",number,kWh,,100,50000000,1,PROJECT_MANDATORY,FEASIBILITY,,false,Memoria de diseño,Validar contra PVR-C-024 con margen ±10%,PVR-C-024;PVR-C-008;PVR-C-010,PVR-DRW-001;PVR-DRW-002;PVR-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,NREL_PVWatts;ASTM_E2848;IEC_61724_1
PVR-102,production,yield_especifico_objetivo_kWh_kWp,"Yield específico objetivo anual, en kWh/kWp.",number,kWh/kWp,,800,2200,1,RECOMMENDED,FEASIBILITY,,false,Memoria de diseño,Comparar con bases NREL PVWatts,PVR-C-024;PVR-C-008,PVR-DRW-002;PVR-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,NREL_PVWatts;IEA_PVPS_T1_2024
PVR-103,production,albedo_techo_o_piso,"Albedo del techo o piso inmediatamente bajo el módulo en carport, para bifacial.",number,-,,0.05,0.95,0.01,CONDITIONAL,BASIC_ENGINEERING,PVR-039 contains bifacial,false,Medición / NSRDB / NASA POWER,Asfalto 0.15; concreto 0.30; grama 0.20,PVR-C-008;PVR-C-010,PVR-DRW-005;PVR-DRW-007,false,LEAD_ENGINEER_ELECTRICAL,NSRDB_NREL;NASA_POWER
PVR-104,fire,setback_borde_cubierta_m,"Distancia mínima del borde del array al borde de la cubierta, en m.",number,m,,0.5,5,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de diseño / IFC 605.5,Mínimo 1.8 m (6 ft) para accesibilidad de bomberos,PVR-C-019;PVR-C-021,PVR-DRW-001;PVR-DRW-002;PVR-DRW-016,true,LEAD_ENGINEER_ELECTRICAL,NFPA_70_2023;IEC_62548
PVR-105,fire,corredor_egreso_incendio_m,"Ancho del corredor de egreso de incendio entre bloques de módulos, en m.",number,m,,0.9,5,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de diseño / IFC 605.5,Mínimo 1.2 m para tránsito de bomberos,PVR-C-019;PVR-C-021,PVR-DRW-001;PVR-DRW-002;PVR-DRW-016,true,LEAD_ENGINEER_ELECTRICAL,NFPA_70_2023;IEC_62548
PVR-106,fire,ruta_acceso_bomberos_m,"Ancho de ruta de acceso de bomberos a la cubierta, en m.",number,m,,0.9,5,0.1,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Memoria de diseño / IFC 605.5,Mínimo 1.2 m; conectar con escotilla,PVR-C-019;PVR-C-021,PVR-DRW-001;PVR-DRW-016,true,LEAD_ENGINEER_ELECTRICAL,NFPA_70_2023
PVR-107,fire,deteccion_incendio_cubierta_presente,Indica si el sistema incluye detección de incendio en cubierta.,boolean,-,true|false,,,0,RECOMMENDED,BASIC_ENGINEERING,,false,Memoria de diseño contra incendios,Detectores de calor o llama en combiner DC,PVR-C-013;PVR-C-014,PVR-DRW-008;PVR-DRW-016,false,LEAD_ENGINEER_ELECTRICAL,NFPA_70_2023;NFPA_855_2023
PVR-108,snow,riesgo_deslizamiento_nieve,Nivel de riesgo de deslizamiento de nieve sobre el array.,enum,-,low|medium|high|none,,,0,CONDITIONAL,BASIC_ENGINEERING,PVR-015 > 0,false,Memoria de diseño / clima,"Si high, requiere snow guard",PVR-C-002;PVR-C-015,PVR-DRW-013;PVR-DRW-014,false,STRUCTURAL_ENGINEER,IEC_62548;NASA_POWER
PVR-109,snow,snow_guard_presente,Indica si se instalan snow guards para retener nieve.,boolean,-,true|false,,,0,CONDITIONAL,BASIC_ENGINEERING,"PVR-108 in [medium, high]",false,Memoria de diseño,Obligatorio si PVR-108=high,PVR-C-002;PVR-C-015,PVR-DRW-007;PVR-DRW-013;PVR-DRW-014,false,STRUCTURAL_ENGINEER,IEC_62548
PVR-110,lightning,proteccion_rayo_requerida,Indica si se requiere sistema externo de protección contra rayo (LPS).,boolean,-,true|false,,,0,PROJECT_MANDATORY,BASIC_ENGINEERING,,true,Estudio de riesgo IEC 62305,Método rolling sphere para ubicar pararrayos,PVR-C-013;PVR-C-014,PVR-DRW-011;PVR-DRW-014,true,LEAD_ENGINEER_ELECTRICAL,IEC_62305_1;IEC_62305_3;NFPA_780_2023
PVR-300,prohibited,assumed_structural_capacity_kg_m2,Capacidad estructural cubierta asumida,number,kg/m2,-,0,500,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Structural capacity study,structural capacity,PVR-C-001,PVR-DRW-002;PVR-DRW-007,true,STRUCTURAL_ENGINEER,RNE_DS_011_2006;ASCE_7
PVR-301,prohibited,assumed_wind_load_kpa,Carga de viento asumida,number,kPa,-,0,5,0.01,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Wind load study,wind load,PVR-C-002,PVR-DRW-002;PVR-DRW-007,true,STRUCTURAL_ENGINEER,ASCE_7;RNE_DS_011_2006
PVR-302,prohibited,assumed_snow_load_kpa,Carga de nieve asumida,number,kPa,-,0,10,0.01,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Snow load study,snow load,PVR-C-002,PVR-DRW-002;PVR-DRW-007,true,STRUCTURAL_ENGINEER,ASCE_7
PVR-303,prohibited,assumed_anchor_pull_kn,Resistencia de anclaje asumida,number,kN,-,1,500,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Anchor test report,anchor pull,PVR-C-002,PVR-DRW-002;PVR-DRW-012,true,STRUCTURAL_ENGINEER,ACI_318;RNE_DS_011_2006
PVR-304,prohibited,assumed_ballast_weight_kg,Peso de lastre asumido,number,kg,-,10,5000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Ballast specification,ballast weight,PVR-C-003,PVR-DRW-002,true,STRUCTURAL_ENGINEER,ASCE_7
PVR-305,prohibited,assumed_module_bifacial_gain_pct,Ganancia bifacial asumida,number,percent,-,0,30,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Module datasheet,bifacial gain,PVR-C-002,PVR-DRW-005;PVR-DRW-006,true,ELECTRICAL_ENGINEER,IEC_61215_1
PVR-306,prohibited,assumed_dc_ac_ratio,Relación DC/AC asumida,number,-,-,0.5,2.5,0.01,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Inverter datasheet,DC/AC ratio,PVR-C-006,PVR-DRW-005;PVR-DRW-006,true,ELECTRICAL_ENGINEER,IEC_62548
PVR-307,prohibited,assumed_inverter_efficiency_pct,Eficiencia inversor asumida,number,percent,-,90,99,0.01,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Inverter datasheet,inverter efficiency,PVR-C-006,PVR-DRW-005,true,ELECTRICAL_ENGINEER,IEC_62109_1;IEC_62894
PVR-308,prohibited,assumed_module_power_wp,Potencia módulo PV asumida,number,Wp,-,50,800,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Module datasheet,module power,PVR-C-002,PVR-DRW-005,true,ELECTRICAL_ENGINEER,IEC_61215_1;IEC_61730_1
PVR-309,prohibited,assumed_string_voltage_v,Voltaje string PV asumido,number,V DC,-,100,1500,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,String sizing calc,string voltage,PVR-C-002,PVR-DRW-005,true,ELECTRICAL_ENGINEER,IEC_62548
PVR-310,prohibited,assumed_battery_chemistry,Química batería asumida,enum,-,LFP|NMC|NCA|LCO|LTO,LFP,LTO,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Battery datasheet,battery chemistry,PVR-C-002,PVR-DRW-005,true,ELECTRICAL_ENGINEER,IEC_62619
PVR-311,prohibited,assumed_pcc_voltage_kv,Tensión PCC asumida,number,kV,-,0.4,500,0.001,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Grid study,PCC voltage,PVR-C-008,PVR-DRW-008,true,ELECTRICAL_ENGINEER,IEEE_1547_2018
PVR-312,prohibited,assumed_grid_short_circuit_mva,Cortocircuito PCC asumido,number,MVA,-,1,10000,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Grid study,short circuit,PVR-C-008,PVR-DRW-008,true,ELECTRICAL_ENGINEER,IEEE_1547_2018;IEC_60909
PVR-313,prohibited,assumed_roof_slope_pct,Pendiente cubierta asumida,number,percent,-,0,100,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Roof survey,roof slope,PVR-C-002,PVR-DRW-002;PVR-DRW-007,true,CIVIL_ENGINEER,RNE_DS_011_2006
PVR-314,prohibited,assumed_roof_material_type,Tipo material cubierta asumido,enum,-,metal_deck|concrete|tile|membrane|etfe,metal_deck,etfe,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Roof specification,roof material,PVR-C-002,PVR-DRW-002;PVR-DRW-007,true,PROCESS_ENGINEER,RNE_DS_011_2006
