field_id,language,synonyms,abbreviations,expected_units,document_types,section_names,table_header_patterns,regex_candidates,positive_context,negative_context,normalization_rule,plausibility_rule,requires_ocr,requires_vision,requires_llm,human_review_condition
CSP-070,es,condensador|acc|wet|hybrid,COND|ACC|WET,-,condenser_datasheet|design_calc,condenser_data|duty,COND;ACC;WET,condenser_type\s*=\s*(\w+)|duty\s*=\s*(\d+\.?\d*)|pressure\s*=\s*(\d+\.?\d*),condenser|ACC|wet cooling,cooler generic,"MW, bar",in condenser range,False,False,True,"if P not in [0.02,1] bar"
CSP-071,es,condensador|acc|wet|hybrid,COND|ACC|WET,MW,condenser_datasheet|design_calc,condenser_data|duty,COND;ACC;WET,condenser_type\s*=\s*(\w+)|duty\s*=\s*(\d+\.?\d*)|pressure\s*=\s*(\d+\.?\d*),condenser|ACC|wet cooling,cooler generic,"MW, bar",in condenser range,False,False,True,"if P not in [0.02,1] bar"
CSP-072,es,condensador|acc|wet|hybrid,COND|ACC|WET,bar,condenser_datasheet|design_calc,condenser_data|duty,COND;ACC;WET,condenser_type\s*=\s*(\w+)|duty\s*=\s*(\d+\.?\d*)|pressure\s*=\s*(\d+\.?\d*),condenser|ACC|wet cooling,cooler generic,"MW, bar",in condenser range,False,False,True,"if P not in [0.02,1] bar"
CSP-073,es,condensador|acc|wet|hybrid,COND|ACC|WET,kW,condenser_datasheet|design_calc,condenser_data|duty,COND;ACC;WET,condenser_type\s*=\s*(\w+)|duty\s*=\s*(\d+\.?\d*)|pressure\s*=\s*(\d+\.?\d*),condenser|ACC|wet cooling,cooler generic,"MW, bar",in condenser range,False,False,True,"if P not in [0.02,1] bar"
CSP-074,es,tuberia_htf|header|subheader,HTFP|HDR|SHD,in,piping_iso|asme_b31_1_calc,htf_piping|mechanical,HTFP;HDR;SHD,diameter\s*=\s*(\d+\.?\d*)|material\s*=\s*(\w+)|pressure\s*=\s*(\d+\.?\d*),HTF pipe|header|ASME B31.1,steam pipe generic,"inches, bar",in piping range,False,False,True,if material not in list
CSP-075,es,tuberia_htf|header|subheader,HTFP|HDR|SHD,-,piping_iso|asme_b31_1_calc,htf_piping|mechanical,HTFP;HDR;SHD,diameter\s*=\s*(\d+\.?\d*)|material\s*=\s*(\w+)|pressure\s*=\s*(\d+\.?\d*),HTF pipe|header|ASME B31.1,steam pipe generic,"inches, bar",in piping range,False,False,True,if material not in list
CSP-076,es,tuberia_htf|header|subheader,HTFP|HDR|SHD,bar,piping_iso|asme_b31_1_calc,htf_piping|mechanical,HTFP;HDR;SHD,diameter\s*=\s*(\d+\.?\d*)|material\s*=\s*(\w+)|pressure\s*=\s*(\d+\.?\d*),HTF pipe|header|ASME B31.1,steam pipe generic,"inches, bar",in piping range,False,False,True,if material not in list
CSP-077,es,tuberia_htf|header|subheader,HTFP|HDR|SHD,W/m,piping_iso|asme_b31_1_calc,htf_piping|mechanical,HTFP;HDR;SHD,diameter\s*=\s*(\d+\.?\d*)|material\s*=\s*(\w+)|pressure\s*=\s*(\d+\.?\d*),HTF pipe|header|ASME B31.1,steam pipe generic,"inches, bar",in piping range,False,False,True,if material not in list
CSP-078,es,generador|transformador|switchgear|pcc,GEN|TR|SG|PCC,MVA,electrical_study|interconnection_report,electrical|interconnection,GEN;TR;SG;PCC,MVA\s*=\s*(\d+\.?\d*)|kV\s*=\s*(\d+\.?\d*)|PCC\s*=\s*(\w+),generator|transformer|IEEE 1547,generator generic,"MVA, kV",in electrical range,False,False,True,if kV > 500
CSP-079,es,generador|transformador|switchgear|pcc,GEN|TR|SG|PCC,kV,electrical_study|interconnection_report,electrical|interconnection,GEN;TR;SG;PCC,MVA\s*=\s*(\d+\.?\d*)|kV\s*=\s*(\d+\.?\d*)|PCC\s*=\s*(\w+),generator|transformer|IEEE 1547,generator generic,"MVA, kV",in electrical range,False,False,True,if kV > 500
CSP-080,es,generador|transformador|switchgear|pcc,GEN|TR|SG|PCC,MVA,electrical_study|interconnection_report,electrical|interconnection,GEN;TR;SG;PCC,MVA\s*=\s*(\d+\.?\d*)|kV\s*=\s*(\d+\.?\d*)|PCC\s*=\s*(\w+),generator|transformer|IEEE 1547,generator generic,"MVA, kV",in electrical range,False,False,True,if kV > 500
CSP-081,es,generador|transformador|switchgear|pcc,GEN|TR|SG|PCC,kV,electrical_study|interconnection_report,electrical|interconnection,GEN;TR;SG;PCC,MVA\s*=\s*(\d+\.?\d*)|kV\s*=\s*(\d+\.?\d*)|PCC\s*=\s*(\w+),generator|transformer|IEEE 1547,generator generic,"MVA, kV",in electrical range,False,False,True,if kV > 500
CSP-082,es,generador|transformador|switchgear|pcc,GEN|TR|SG|PCC,-,electrical_study|interconnection_report,electrical|interconnection,GEN;TR;SG;PCC,MVA\s*=\s*(\d+\.?\d*)|kV\s*=\s*(\d+\.?\d*)|PCC\s*=\s*(\w+),generator|transformer|IEEE 1547,generator generic,"MVA, kV",in electrical range,False,False,True,if kV > 500
CSP-083,es,seguridad|incendio|area_clasificada|gas_detection,NFPA30|NFPA13|ZONE|CO2,-,fire_safety_report|area_classification_study,safety|fire_protection,NFPA30;NFPA13;ZONE;CO2,NFPA30\s*=\s*(\w+)|zone\s*=\s*(\w+)|density\s*=\s*(\d+\.?\d*),NFPA 30|sprinkler|area classification,operational safety,enum / SI,in code ranges,False,False,True,if NFPA 30 missing for oil
CSP-084,es,seguridad|incendio|area_clasificada|gas_detection,NFPA30|NFPA13|ZONE|CO2,-,fire_safety_report|area_classification_study,safety|fire_protection,NFPA30;NFPA13;ZONE;CO2,NFPA30\s*=\s*(\w+)|zone\s*=\s*(\w+)|density\s*=\s*(\d+\.?\d*),NFPA 30|sprinkler|area classification,operational safety,enum / SI,in code ranges,False,False,True,if NFPA 30 missing for oil
CSP-085,es,seguridad|incendio|area_clasificada|gas_detection,NFPA30|NFPA13|ZONE|CO2,m3,fire_safety_report|area_classification_study,safety|fire_protection,NFPA30;NFPA13;ZONE;CO2,NFPA30\s*=\s*(\w+)|zone\s*=\s*(\w+)|density\s*=\s*(\d+\.?\d*),NFPA 30|sprinkler|area classification,operational safety,enum / SI,in code ranges,False,False,True,if NFPA 30 missing for oil
CSP-086,es,seguridad|incendio|area_clasificada|gas_detection,NFPA30|NFPA13|ZONE|CO2,mm/min,fire_safety_report|area_classification_study,safety|fire_protection,NFPA30;NFPA13;ZONE;CO2,NFPA30\s*=\s*(\w+)|zone\s*=\s*(\w+)|density\s*=\s*(\d+\.?\d*),NFPA 30|sprinkler|area classification,operational safety,enum / SI,in code ranges,False,False,True,if NFPA 30 missing for oil
CSP-087,es,seguridad|incendio|area_clasificada|gas_detection,NFPA30|NFPA13|ZONE|CO2,-,fire_safety_report|area_classification_study,safety|fire_protection,NFPA30;NFPA13;ZONE;CO2,NFPA30\s*=\s*(\w+)|zone\s*=\s*(\w+)|density\s*=\s*(\d+\.?\d*),NFPA 30|sprinkler|area classification,operational safety,enum / SI,in code ranges,False,False,True,if NFPA 30 missing for oil
CSP-088,es,seguridad|incendio|area_clasificada|gas_detection,NFPA30|NFPA13|ZONE|CO2,-,fire_safety_report|area_classification_study,safety|fire_protection,NFPA30;NFPA13;ZONE;CO2,NFPA30\s*=\s*(\w+)|zone\s*=\s*(\w+)|density\s*=\s*(\d+\.?\d*),NFPA 30|sprinkler|area classification,operational safety,enum / SI,in code ranges,False,False,True,if NFPA 30 missing for oil
CSP-089,es,scada|dcs|sil|protocolo,SCADA|DCS|SIL|PROTO,-,scada_architecture|sil_lopa,scada|control_architecture,SCADA;DCS;SIL;PROTO,architecture\s*=\s*(\w+)|protocol\s*=\s*(\w+)|SIL\s*=\s*(\w+),SCADA|DCS|SIL|IEC 61511,operational procedures,enum,protocol in standard list,False,False,True,if SIL not assigned
CSP-090,es,scada|dcs|sil|protocolo,SCADA|DCS|SIL|PROTO,-,scada_architecture|sil_lopa,scada|control_architecture,SCADA;DCS;SIL;PROTO,architecture\s*=\s*(\w+)|protocol\s*=\s*(\w+)|SIL\s*=\s*(\w+),SCADA|DCS|SIL|IEC 61511,operational procedures,enum,protocol in standard list,False,False,True,if SIL not assigned
CSP-091,es,scada|dcs|sil|protocolo,SCADA|DCS|SIL|PROTO,-,scada_architecture|sil_lopa,scada|control_architecture,SCADA;DCS;SIL;PROTO,architecture\s*=\s*(\w+)|protocol\s*=\s*(\w+)|SIL\s*=\s*(\w+),SCADA|DCS|SIL|IEC 61511,operational procedures,enum,protocol in standard list,False,False,True,if SIL not assigned
CSP-092,es,scada|dcs|sil|protocolo,SCADA|DCS|SIL|PROTO,-,scada_architecture|sil_lopa,scada|control_architecture,SCADA;DCS;SIL;PROTO,architecture\s*=\s*(\w+)|protocol\s*=\s*(\w+)|SIL\s*=\s*(\w+),SCADA|DCS|SIL|IEC 61511,operational procedures,enum,protocol in standard list,False,False,True,if SIL not assigned
CSP-093,es,torre|fundacion|pedestal|losa,TWR|FND|PED|SLB,m,structural_design|geotechnical_report,structures|foundation,TWR;FND;PED;SLB,tower_height\s*=\s*(\d+\.?\d*)|foundation_type\s*=\s*(\w+)|pedestal_height\s*=\s*(\d+\.?\d*),tower|foundation|pedestal,building roof,meters,in structural range,False,False,True,if PGA > 1.5
CSP-094,es,torre|fundacion|pedestal|losa,TWR|FND|PED|SLB,-,structural_design|geotechnical_report,structures|foundation,TWR;FND;PED;SLB,tower_height\s*=\s*(\d+\.?\d*)|foundation_type\s*=\s*(\w+)|pedestal_height\s*=\s*(\d+\.?\d*),tower|foundation|pedestal,building roof,meters,in structural range,False,False,True,if PGA > 1.5
CSP-095,es,torre|fundacion|pedestal|losa,TWR|FND|PED|SLB,m,structural_design|geotechnical_report,structures|foundation,TWR;FND;PED;SLB,tower_height\s*=\s*(\d+\.?\d*)|foundation_type\s*=\s*(\w+)|pedestal_height\s*=\s*(\d+\.?\d*),tower|foundation|pedestal,building roof,meters,in structural range,False,False,True,if PGA > 1.5
CSP-096,es,torre|fundacion|pedestal|losa,TWR|FND|PED|SLB,m2,structural_design|geotechnical_report,structures|foundation,TWR;FND;PED;SLB,tower_height\s*=\s*(\d+\.?\d*)|foundation_type\s*=\s*(\w+)|pedestal_height\s*=\s*(\d+\.?\d*),tower|foundation|pedestal,building roof,meters,in structural range,False,False,True,if PGA > 1.5
CSP-097,es,edificio|turbine_hall|taller|control_room,HALL|SHOP|CTRL,m2,building_layout|architectural_plan,buildings|architectural,HALL;SHOP;CTRL,area\s*=\s*(\d+\.?\d*)|building\s*=\s*(\w+),turbine hall|control room|workshop,outdoor area,m2,in building range,False,False,True,if area < 40 m2
CSP-098,es,edificio|turbine_hall|taller|control_room,HALL|SHOP|CTRL,m2,building_layout|architectural_plan,buildings|architectural,HALL;SHOP;CTRL,area\s*=\s*(\d+\.?\d*)|building\s*=\s*(\w+),turbine hall|control room|workshop,outdoor area,m2,in building range,False,False,True,if area < 40 m2
CSP-099,es,edificio|turbine_hall|taller|control_room,HALL|SHOP|CTRL,m2,building_layout|architectural_plan,buildings|architectural,HALL;SHOP;CTRL,area\s*=\s*(\d+\.?\d*)|building\s*=\s*(\w+),turbine hall|control room|workshop,outdoor area,m2,in building range,False,False,True,if area < 40 m2
CSP-100,es,lavado_espejos|robot|camion|agua,WASH|ROB|TRK,m3/yr,operations_plan|washing_system_spec,operations|mirror_washing,WASH;ROB;TRK,frequency\s*=\s*(\d+)|method\s*=\s*(\w+)|water\s*=\s*(\d+\.?\d*),mirror washing|robot|truck,general cleaning,"int/yr, m3/yr",frequency >= 4,False,False,True,if freq < 4
CSP-101,es,lavado_espejos|robot|camion|agua,WASH|ROB|TRK,1/yr,operations_plan|washing_system_spec,operations|mirror_washing,WASH;ROB;TRK,frequency\s*=\s*(\d+)|method\s*=\s*(\w+)|water\s*=\s*(\d+\.?\d*),mirror washing|robot|truck,general cleaning,"int/yr, m3/yr",frequency >= 4,False,False,True,if freq < 4
CSP-102,es,lavado_espejos|robot|camion|agua,WASH|ROB|TRK,-,operations_plan|washing_system_spec,operations|mirror_washing,WASH;ROB;TRK,frequency\s*=\s*(\d+)|method\s*=\s*(\w+)|water\s*=\s*(\d+\.?\d*),mirror washing|robot|truck,general cleaning,"int/yr, m3/yr",frequency >= 4,False,False,True,if freq < 4
CSP-103,es,trough|parabolic|loop|hce,PT|LOOP|HCE|APR,m,collector_datasheet|trough_design,trough_data|collector,PT;LOOP;HCE;APR,loop_length\s*=\s*(\d+\.?\d*)|aperture\s*=\s*(\d+\.?\d*)|HCE_dia\s*=\s*(\d+\.?\d*),parabolic trough|HCE|loop,solar panel PV,"m, mm",in collector range,False,False,True,if aperture > 9 m
CSP-104,es,trough|parabolic|loop|hce,PT|LOOP|HCE|APR,m,collector_datasheet|trough_design,trough_data|collector,PT;LOOP;HCE;APR,loop_length\s*=\s*(\d+\.?\d*)|aperture\s*=\s*(\d+\.?\d*)|HCE_dia\s*=\s*(\d+\.?\d*),parabolic trough|HCE|loop,solar panel PV,"m, mm",in collector range,False,False,True,if aperture > 9 m
CSP-105,es,trough|parabolic|loop|hce,PT|LOOP|HCE|APR,mm,collector_datasheet|trough_design,trough_data|collector,PT;LOOP;HCE;APR,loop_length\s*=\s*(\d+\.?\d*)|aperture\s*=\s*(\d+\.?\d*)|HCE_dia\s*=\s*(\d+\.?\d*),parabolic trough|HCE|loop,solar panel PV,"m, mm",in collector range,False,False,True,if aperture > 9 m
CSP-106,es,trough|parabolic|loop|hce,PT|LOOP|HCE|APR,-,collector_datasheet|trough_design,trough_data|collector,PT;LOOP;HCE;APR,loop_length\s*=\s*(\d+\.?\d*)|aperture\s*=\s*(\d+\.?\d*)|HCE_dia\s*=\s*(\d+\.?\d*),parabolic trough|HCE|loop,solar panel PV,"m, mm",in collector range,False,False,True,if aperture > 9 m
CSP-107,es,trough|parabolic|loop|hce,PT|LOOP|HCE|APR,-,collector_datasheet|trough_design,trough_data|collector,PT;LOOP;HCE;APR,loop_length\s*=\s*(\d+\.?\d*)|aperture\s*=\s*(\d+\.?\d*)|HCE_dia\s*=\s*(\d+\.?\d*),parabolic trough|HCE|loop,solar panel PV,"m, mm",in collector range,False,False,True,if aperture > 9 m
CSP-108,es,planta|tipo|asbuilt,PLANT|TYPE|ASB,-,prefeasibility_report|as_built_plan,plant_data|general,PLANT;TYPE;ASB,plant_type\s*=\s*(\w+)|capacity\s*=\s*(\d+\.?\d*)|asbuilt\s*=\s*(true|false),plant type|CSP|as-built,plant generic,enum / MW,type in known list,False,False,True,if type unknown
CSP-109,es,malla_tierra|aterramiento|paso|contacto,R_GRID|STEP|TOUCH,ohm,grounding_study|ieee_80_calc,grounding|safety,R_GRID;STEP;TOUCH,R_grid\s*=\s*(\d+\.?\d*)|step\s*=\s*(\d+\.?\d*)|touch\s*=\s*(\d+\.?\d*),grounding|IEEE 80|step voltage,insulation resistance,"ohm, V",R < 1 ohm,False,False,True,if R > 1 ohm
CSP-110,es,malla_tierra|aterramiento|paso|contacto,R_GRID|STEP|TOUCH,V,grounding_study|ieee_80_calc,grounding|safety,R_GRID;STEP;TOUCH,R_grid\s*=\s*(\d+\.?\d*)|step\s*=\s*(\d+\.?\d*)|touch\s*=\s*(\d+\.?\d*),grounding|IEEE 80|step voltage,insulation resistance,"ohm, V",R < 1 ohm,False,False,True,if R > 1 ohm
CSP-111,es,malla_tierra|aterramiento|paso|contacto,R_GRID|STEP|TOUCH,V,grounding_study|ieee_80_calc,grounding|safety,R_GRID;STEP;TOUCH,R_grid\s*=\s*(\d+\.?\d*)|step\s*=\s*(\d+\.?\d*)|touch\s*=\s*(\d+\.?\d*),grounding|IEEE 80|step voltage,insulation resistance,"ohm, V",R < 1 ohm,False,False,True,if R > 1 ohm
CSP-112,es,freeze_protection|tracing|n2_blanket,FP|TRC|N2,-,freeze_protection_design|operations_manual,freeze_protection|htf_safety,FP;TRC;N2,method\s*=\s*(\w+)|capacity\s*=\s*(\d+\.?\d*)|N2_pressure\s*=\s*(\d+\.?\d*),freeze protection|tracing|N2 blanket,thermal insulation,"enum, kW, bar",method valid,False,False,True,if HTF salt and no tracing
CSP-113,es,freeze_protection|tracing|n2_blanket,FP|TRC|N2,kW,freeze_protection_design|operations_manual,freeze_protection|htf_safety,FP;TRC;N2,method\s*=\s*(\w+)|capacity\s*=\s*(\d+\.?\d*)|N2_pressure\s*=\s*(\d+\.?\d*),freeze protection|tracing|N2 blanket,thermal insulation,"enum, kW, bar",method valid,False,False,True,if HTF salt and no tracing
CSP-114,es,freeze_protection|tracing|n2_blanket,FP|TRC|N2,bar,freeze_protection_design|operations_manual,freeze_protection|htf_safety,FP;TRC;N2,method\s*=\s*(\w+)|capacity\s*=\s*(\d+\.?\d*)|N2_pressure\s*=\s*(\d+\.?\d*),freeze protection|tracing|N2 blanket,thermal insulation,"enum, kW, bar",method valid,False,False,True,if HTF salt and no tracing
CSP-115,es,ambiental|agua|drift|consumo,WATER|DRIFT|L_KWH,L/kWh,environmental_study|minam_eia,environmental|water_consumption,WATER;DRIFT;L_KWH,water_consumption\s*=\s*(\d+\.?\d*)|drift\s*=\s*(\d+\.?\d*),environmental|water|MINAM,thermal emissions,"L/kWh, %",water < 3 L/kWh,False,False,True,if water > 3 L/kWh
CSP-116,es,ambiental|agua|drift|consumo,WATER|DRIFT|L_KWH,%,environmental_study|minam_eia,environmental|water_consumption,WATER;DRIFT;L_KWH,water_consumption\s*=\s*(\d+\.?\d*)|drift\s*=\s*(\d+\.?\d*),environmental|water|MINAM,thermal emissions,"L/kWh, %",water < 3 L/kWh,False,False,True,if water > 3 L/kWh
CSP-117,es,geotecnico|suelo|capacidad|pga,GEO|BC|PGA,kPa,geotechnical_report|seismic_study,geotechnical|seismic,GEO;BC;PGA,bearing\s*=\s*(\d+\.?\d*)|PGA\s*=\s*(\d+\.?\d*),geotechnical|bearing|PGA,ambient seismic,"kPa, g",BC > 100 kPa,False,False,True,if PGA > 1.5
CSP-118,es,geotecnico|suelo|capacidad|pga,GEO|BC|PGA,g,geotechnical_report|seismic_study,geotechnical|seismic,GEO;BC;PGA,bearing\s*=\s*(\d+\.?\d*)|PGA\s*=\s*(\d+\.?\d*),geotechnical|bearing|PGA,ambient seismic,"kPa, g",BC > 100 kPa,False,False,True,if PGA > 1.5
CSP-119,es,torre_enfriamiento|cooling_tower|merkel,CT|MERK,MW,cooling_tower_datasheet|merkel_calc,cooling_tower|duty,CT;MERK,duty\s*=\s*(\d+\.?\d*)|drift\s*=\s*(\d+\.?\d*),cooling tower|Merkel|drift,ACC,"MW, %",drift > 99%,False,False,True,if drift < 99%
CSP-120,es,cable|mv|ampacidad,CAB|MV|AMP,A,cable_study|iec_60287_calc,electrical|cables,CAB;MV;AMP,ampacity\s*=\s*(\d+\.?\d*)|cable\s*=\s*(\w+),cable ampacity|IEC 60287|IEEE 835,cable tray generic,A,in cable range,False,False,True,if ampacity < 100 A
CSP-121,es,planta|tipo|asbuilt,PLANT|TYPE|ASB,-,prefeasibility_report|as_built_plan,plant_data|general,PLANT;TYPE;ASB,plant_type\s*=\s*(\w+)|capacity\s*=\s*(\d+\.?\d*)|asbuilt\s*=\s*(true|false),plant type|CSP|as-built,plant generic,enum / MW,type in known list,False,False,True,if type unknown
