field_id,category,name_es,description,data_type,unit,allowed_values,min_value,max_value,precision,requirement_class,required_from_stage,conditional_expression,prohibited_default,expected_source_document,extraction_hints,used_by_calculation_ids,used_by_drawing_ids,blocking_if_missing,review_role,source_ids
CSP-066,turbine,turbine_type,Tipo de turbina del power block,enum,-,"[Rankine_condensing,Rankine_reheat_condensing,sCO2_Brayton_turbine]",,,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Hoja de datos de la turbina,Tipo según ciclo (Rankine / sCO2),CSP-C-017;CSP-C-018;CSP-C-019,CSP-DRW-011,true,MECHANICAL_ENGINEER,ASME_PTC_10;IAPWS_IF97;ISO_1940_1
CSP-067,turbine,turbine_inlet_pressure_bar,Presión de admisión de vapor / sCO2 a la turbina,float,bar,"[5,250]",5,250,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Hoja de datos de la turbina,Presión de admisión,CSP-C-017;CSP-C-018,CSP-DRW-010;CSP-DRW-011,true,PROCESS_ENGINEER,ASME_PTC_10;IAPWS_IF97;ISO_1940_1
CSP-068,turbine,turbine_inlet_temp_C,Temperatura de admisión de vapor / sCO2 a la turbina,float,degC,"[300,650]",300,650,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Hoja de datos de la turbina,Temperatura de admisión,CSP-C-017;CSP-C-018,CSP-DRW-010;CSP-DRW-011,true,PROCESS_ENGINEER,ASME_PTC_10;IAPWS_IF97;ISO_1940_1
CSP-069,turbine,turbine_isentropic_efficiency_pct,Eficiencia isoentrópica de la turbina,float,%,"[75,92]",75,92,2,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Hoja de datos de la turbina,Eficiencia isoentrópica,CSP-C-017;CSP-C-018,CSP-DRW-011,true,MECHANICAL_ENGINEER,ASME_PTC_10;IAPWS_IF97;ISO_1940_1
CSP-070,condenser,condenser_type,Tipo de condensador del power block,enum,-,"[wet_surface,air_cooled_ACC,hybrid]",,,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Memoria de diseño del condensador,Tipo según sitio (agua / seco),CSP-C-020;CSP-C-022,CSP-DRW-011,true,LEAD_PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;IAPWS_IF97;ASME_B31_1_2022
CSP-071,condenser,condenser_duty_MW,Duty térmico del condensador principal,float,MW,"[5,500]",5,500,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Cálculo del condensador,Calor rechazado en condensador,CSP-C-020,CSP-DRW-011,true,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;IAPWS_IF97;ASME_B31_1_2022
CSP-072,condenser,condenser_pressure_bar,Presión de operación del condensador (vacío),float,bar,"[0.02,1.0]",0.02,1.0,4,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Hoja de datos del condensador,Presión absoluta de condensación,CSP-C-020,CSP-DRW-011,true,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;IAPWS_IF97;ASME_B31_1_2022
CSP-073,condenser,ACC_fan_power_kW,Potencia total de fans del ACC,float,kW,"[50,5000]",50,5000,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,condenser_type == air_cooled_ACC,true,Hoja de datos del ACC,Potencia fans (sólo si ACC),CSP-C-022,CSP-DRW-011,false,ELECTRICAL_ENGINEER,ASME_BPVC_VIII_1_2023;IAPWS_IF97;ASME_B31_1_2022
CSP-074,htf_piping,HTF_header_diameter_in,Diámetro del header principal del HTF,float,in,"[6,48]",6,48,2,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Isométrico HTF (ASME B31.1),Header principal del HTF,CSP-C-031;CSP-C-032,CSP-DRW-008,true,PIPING_ENGINEER,ASME_B31_1_2022;ASME_BPVC_VIII_1_2023;NIST_WEBBOOK
CSP-075,htf_piping,HTF_pipe_material,Material de la tubería del HTF,enum,-,"[carbon_steel_A106,SS_316L,Incoloy_800H,Inconel_625]",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Especificación mecánica,Material según T y HTF,CSP-C-032,CSP-DRW-008,true,MATERIAL_ENGINEER,ASME_B31_1_2022;ASME_BPVC_VIII_1_2023;NIST_WEBBOOK
CSP-076,htf_piping,HTF_pipe_design_pressure_bar,Presión de diseño de la tubería del HTF,float,bar,"[5,200]",5,200,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Hoja de datos de tubería ASME B31.1,Presión de diseño,CSP-C-032,CSP-DRW-008,true,PIPING_ENGINEER,ASME_B31_1_2022;ASME_BPVC_VIII_1_2023;NIST_WEBBOOK
CSP-077,htf_piping,HTF_pipe_heat_loss_W_m,Pérdida de calor por unidad de longitud del HTF,float,W/m,"[5,500]",5,500,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,true,true,Cálculo térmico del HTF,Pérdida con aislamiento,CSP-C-023,CSP-DRW-008,false,PROCESS_ENGINEER,ASME_B31_1_2022;ASME_BPVC_VIII_1_2023;NIST_WEBBOOK
CSP-078,electrical,generator_rated_MVA,Capacidad nominal del generador principal,float,MVA,"[1,600]",1,600,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Hoja de datos del generador,Capacidad MVA,CSP-C-030,CSP-DRW-011;CSP-DRW-012,true,ELECTRICAL_ENGINEER,IEEE_1547_2018;IEEE_519_2022;IEEE_80_2013;IEC_60364_5_54;MINEM_DS_013_2019;CNE_2011
CSP-079,electrical,generator_voltage_kV,Voltaje nominal del generador principal,float,kV,"[6,30]",6,30,2,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Hoja de datos del generador,Voltaje del generador,CSP-C-030,CSP-DRW-012,true,ELECTRICAL_ENGINEER,IEEE_1547_2018;IEEE_519_2022;IEEE_80_2013;IEC_60364_5_54;MINEM_DS_013_2019;CNE_2011
CSP-080,electrical,transformer_MVA,Capacidad del transformador principal,float,MVA,"[1,600]",1,600,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Hoja de datos del transformador,MVA del step-up,CSP-C-030,CSP-DRW-012,true,ELECTRICAL_ENGINEER,IEEE_1547_2018;IEEE_519_2022;IEEE_80_2013;IEC_60364_5_54;MINEM_DS_013_2019;CNE_2011
CSP-081,electrical,transformer_HV_kV,Voltaje de alta del transformador principal (interconexión),float,kV,"[10,500]",10,500,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Estudio de interconexión (COES),Voltaje de interconexión,CSP-C-030,CSP-DRW-012,true,ELECTRICAL_ENGINEER,IEEE_1547_2018;IEEE_519_2022;IEEE_80_2013;IEC_60364_5_54;MINEM_DS_013_2019;CNE_2011
CSP-082,electrical,interconnection_point_id,Identificador del punto de interconexión al SEIN,string,-,[COES_PCC_code],,,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Estudio de interconexión (COES),Punto de conexión,CSP-C-030,CSP-DRW-012;CSP-DRW-017,true,ELECTRICAL_ENGINEER,IEEE_1547_2018;IEEE_519_2022;IEEE_80_2013;IEC_60364_5_54;MINEM_DS_013_2019;CNE_2011
CSP-083,safety,HTF_flammable_class_NFPA30,Clasificación NFPA 30 del HTF (si es synthetic oil),enum,-,"[Class_II_combustible,Class_IIIA_combustible,not_applicable]",,,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,HTF_type == synthetic_oil_dowtherm_a,true,Estudio de seguridad (NFPA 30),Clase de líquido combustible,CSP-C-030,CSP-DRW-014;CSP-DRW-008,true,SAFETY_ENGINEER,NFPA_30_2024;NFPA_13_2022;NFPA_15_2022;NFPA_497_2024;MINEM_DS_032_2003
CSP-084,safety,area_classification_zone,Clasificación de área eléctrica (NFPA 497 / IEC 60079-10-1),enum,-,"[Zone_0,Zone_1,Zone_2,non_hazardous]",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,HTF_type == synthetic_oil_dowtherm_a,true,Estudio de clasificación de área,Zona según NFPA 497,CSP-C-030,CSP-DRW-014;CSP-DRW-016,true,SAFETY_ENGINEER,IEC_60079_10_1;NFPA_497_2024;MINEM_DS_032_2003
CSP-085,safety,fire_water_tank_volume_m3,Volumen del tanque de agua contra incendio,float,m3,"[50,3000]",50,3000,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria contra incendio (NFPA 20),Volumen según NFPA 20,CSP-C-030,CSP-DRW-014,true,SAFETY_ENGINEER,NFPA_30_2024;NFPA_13_2022;NFPA_15_2022;NFPA_20_2022;NFPA_497_2024;NFPA_780_2023;NFPA_853_2023;NFPA_70_2023
CSP-086,safety,sprinkler_density_mm_min,Densidad de rociadores según NFPA 13,float,mm/min,"[4.1,12.2]",4.1,12.2,2,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,HTF_type == synthetic_oil_dowtherm_a,true,Memoria contra incendio (NFPA 13),Densidad según hazard,CSP-C-030,CSP-DRW-014,false,SAFETY_ENGINEER,NFPA_30_2024;NFPA_13_2022;NFPA_15_2022;NFPA_20_2022;NFPA_497_2024;NFPA_780_2023;NFPA_853_2023;NFPA_70_2023
CSP-087,safety,sCO2_gas_detection_present,Presencia de detección de CO2 para HTF sCO2,bool,-,"[true,false]",,,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,HTF_type == sCO2,true,Memoria de seguridad sCO2,Detección obligatoria (asfixia),CSP-C-030,CSP-DRW-014,true,SAFETY_ENGINEER,NFPA_30_2024;NFPA_13_2022;NFPA_15_2022;NFPA_20_2022;NFPA_497_2024;NFPA_780_2023;NFPA_853_2023;NFPA_70_2023
CSP-088,safety,HTF_vent_flare_present,Presencia de flare / vent stack para HTF,bool,-,"[true,false]",,,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,HTF_type == synthetic_oil_dowtherm_a,true,Memoria de seguridad HTF,Vent stack para alivio de HTF,CSP-C-030,CSP-DRW-014;CSP-DRW-008,false,SAFETY_ENGINEER,NFPA_30_2024;NFPA_13_2022;NFPA_15_2022;NFPA_497_2024;MINEM_DS_032_2003
CSP-089,scada,SCADA_architecture_type,Tipo de arquitectura SCADA / DCS,enum,-,"[DCS_centralized,PLC_distributed,hybrid_DCS_PLC]",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de control (IEC 61511),Arquitectura SCADA/DCS,CSP-C-030,CSP-DRW-013,true,CONTROL_ENGINEER,IEC_61511_1;IEEE_2030_2;IEEE_1547_4;IEC_61724_1
CSP-090,scada,SCADA_communication_protocol,Protocolo de comunicación SCADA,enum,-,"[DNP3,IEC_61850,OPC_UA,Modbus_TCP]",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de control,Protocolo de comunicación,CSP-C-030,CSP-DRW-013,true,CONTROL_ENGINEER,IEC_61511_1;IEEE_2030_2;IEEE_1547_4;IEC_61724_1
CSP-091,scada,SCADA_redundancy_present,Presencia de redundancia SCADA,bool,-,"[true,false]",,,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,true,true,Memoria de control,Redundancia 2x2 controladores,CSP-C-030,CSP-DRW-013,false,CONTROL_ENGINEER,IEC_61511_1;IEEE_2030_2;IEEE_1547_4;IEC_61724_1
CSP-092,scada,SIL_level_assigned,Nivel de integridad de seguridad (SIL) asignado,enum,-,"[SIL0,SIL1,SIL2,SIL3]",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Análisis LOPA / IEC 61511,SIL del sistema instrumentado,CSP-C-030,CSP-DRW-013,true,SAFETY_ENGINEER,IEC_61511_1;IEC_61508_1;MINEM_DS_043_2006
CSP-093,structures,tower_height_m,Altura de la torre del receptor solar (tower),float,m,"[20,250]",20,250,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,plant_type contains tower,true,Memoria de diseño de la torre,Altura óptima de la torre,CSP-C-029;CSP-C-028,CSP-DRW-005;CSP-DRW-006,true,STRUCTURAL_ENGINEER,MINAM_DS_019_2009;ISO_14685;ANSI_Y14_5
CSP-094,structures,tower_foundation_type,Tipo de fundación de la torre,enum,-,"[raft_piled,raft,deep_caisson,slab_on_grade]",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,plant_type contains tower,true,Estudio geotécnico (ISO 14685),Tipo según capacidad de suelo,CSP-C-029,CSP-DRW-005;CSP-DRW-006,true,GEOTECHNICAL_ENGINEER,MINAM_DS_019_2009;ISO_14685;ANSI_Y14_5
CSP-095,structures,heliostat_pedestal_height_m,Altura del pedestal de heliostato individual,float,m,"[1,10]",1,10,2,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,plant_type contains tower,true,Hoja de datos del heliostato,Altura del pedestal,CSP-C-028;CSP-C-029,CSP-DRW-003,true,MECHANICAL_ENGINEER,MINAM_DS_019_2009;ISO_14685;ANSI_Y14_5
CSP-096,structures,control_room_slab_area_m2,Área de la losa del cuarto de control,float,m2,"[40,400]",40,400,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,true,true,Layout de planta,Losa del cuarto de control,CSP-C-029,CSP-DRW-002;CSP-DRW-013,false,LEAD_ENGINEER_CIVIL,MINAM_DS_019_2009;ISO_14685;ANSI_Y14_5
CSP-097,buildings,turbine_hall_area_m2,Área del edificio de la turbina (turbine hall),float,m2,"[200,5000]",200,5000,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Layout de planta,Área del turbine hall,CSP-C-029,CSP-DRW-002;CSP-DRW-011,true,LEAD_ENGINEER_CIVIL,MINAM_DS_019_2009;ISO_5457;NFPA_70_2023
CSP-098,buildings,maintenance_shop_area_m2,Área del taller de mantenimiento,float,m2,"[50,1000]",50,1000,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,true,true,Layout de planta,Taller para heliostatos y BOP,CSP-C-029,CSP-DRW-002,false,LEAD_ENGINEER_CIVIL,MINAM_DS_019_2009;ISO_5457;NFPA_70_2023
CSP-099,buildings,control_room_area_m2,Área del cuarto de control principal,float,m2,"[40,400]",40,400,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Layout de planta,Cuarto de control,CSP-C-029,CSP-DRW-002;CSP-DRW-013,true,LEAD_ENGINEER_CIVIL,MINAM_DS_019_2009;ISO_5457;NFPA_70_2023
CSP-100,mirror_washing,washing_water_consumption_m3_yr,Consumo anual de agua para lavado de espejos,float,m3/yr,"[1000,50000]",1000,50000,1,TECHNOLOGY_MANDATORY,BASIC_ENGINEERING,true,true,Estudio de operaciones,Consumo según método y frecuencia,CSP-C-025;CSP-C-030,CSP-DRW-015,false,OPERATIONS_ENGINEER,MINAM_DS_019_2009;NREL_SAM_2024;ASTM_C1549
CSP-101,mirror_washing,washing_frequency_per_yr,Frecuencia anual de lavado de espejos,int,1/yr,"[4,200]",4,200,0,TECHNOLOGY_MANDATORY,BASIC_ENGINEERING,true,true,Estudio de operaciones,Frecuencia según suciedad,CSP-C-025,CSP-DRW-015,false,OPERATIONS_ENGINEER,MINAM_DS_019_2009;NREL_SAM_2024;ASTM_C1549
CSP-102,mirror_washing,washing_method,Método de lavado de espejos,enum,-,"[truck_manual,robot_autonomous,pressurized_water,dry_brush]",,,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Estudio de operaciones,Método según sitio y heliostato,CSP-C-025,CSP-DRW-015,true,OPERATIONS_ENGINEER,MINAM_DS_019_2009;NREL_SAM_2024;ASTM_C1549
CSP-103,parabolic_trough,trough_loop_length_m,Longitud total de un lazo de colectores parabólicos,float,m,"[100,1000]",100,1000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,plant_type contains trough,true,Memoria de diseño del campo solar,Longitud de un lazo,CSP-C-026;CSP-C-001,CSP-DRW-004,true,LEAD_PROCESS_ENGINEER,NREL_SAM_2024;NREL_TES_CSP;ASTM_C1549
CSP-104,parabolic_trough,trough_aperture_width_m,Ancho de apertura del colector parabólico,float,m,"[3,9]",3,9,2,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,plant_type contains trough,true,Hoja de datos del colector,Ancho de apertura,CSP-C-026;CSP-C-010,CSP-DRW-004,true,MECHANICAL_ENGINEER,NREL_SAM_2024;ISO_22975_1;ASTM_C1549;ISO_9806
CSP-105,parabolic_trough,HCE_absorber_tube_diameter_mm,Diámetro del tubo absorbedor (HCE),float,mm,"[50,150]",50,150,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,plant_type contains trough,true,Hoja de datos del HCE,Diámetro del HCE,CSP-C-027;CSP-C-010,CSP-DRW-004,true,MECHANICAL_ENGINEER,ASME_BPVC_VIII_1_2023;ISO_9806;NREL_TES_CSP;IAPWS_IF97
CSP-106,parabolic_trough,HCE_selective_coating_absorptance,Absortancia del recubrimiento selectivo del HCE,float,-,"[0.90,0.97]",0.9,0.97,3,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,plant_type contains trough,true,Hoja de datos del HCE,Absortancia solar,CSP-C-027;CSP-C-010,CSP-DRW-004,true,OPTICAL_ENGINEER,ASME_BPVC_VIII_1_2023;ISO_9806;NREL_TES_CSP;IAPWS_IF97
CSP-107,parabolic_trough,HCE_emissivity,Emisividad del recubrimiento selectivo del HCE,float,-,"[0.07,0.20]",0.07,0.2,3,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,plant_type contains trough,true,Hoja de datos del HCE,Emisividad térmica,CSP-C-027,CSP-DRW-004,true,OPTICAL_ENGINEER,ASME_BPVC_VIII_1_2023;ISO_9806;NREL_TES_CSP;IAPWS_IF97
CSP-108,plant,plant_type,Tipo de planta CSP,enum,-,"[tower_heliostat,parabolic_trough,parabolic_dish,linear_fresnel]",,,,PROHIBITED_TO_ASSUME,FEASIBILITY,true,true,Estudio de prefactibilidad,Tipo según tecnología concentradora,CSP-C-001;CSP-C-026;CSP-C-028;CSP-C-030,CSP-DRW-001;CSP-DRW-002;CSP-DRW-003;CSP-DRW-004,true,LEAD_PROCESS_ENGINEER,NREL_SAM_2024;NREL_TES_CSP;ASTM_C1549
CSP-109,grounding,grounding_resistance_ohm,Resistencia de la malla de tierra,float,ohm,"[0.1,10]",0.1,10,2,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Estudio de malla (IEEE 80),R de malla < 1 ohm,CSP-C-032,CSP-DRW-012;CSP-DRW-016,true,ELECTRICAL_ENGINEER,IEEE_1547_2018;IEEE_519_2022;IEEE_80_2013;IEC_60364_5_54;MINEM_DS_013_2019;CNE_2011
CSP-110,grounding,step_voltage_V,Voltaje de paso permitido en malla,float,V,"[10,300]",10,300,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,true,true,Estudio de malla (IEEE 80),Voltaje de paso según IEEE 80,CSP-C-032,CSP-DRW-016,false,ELECTRICAL_ENGINEER,IEEE_1547_2018;IEEE_519_2022;IEEE_80_2013;IEC_60364_5_54;MINEM_DS_013_2019;CNE_2011
CSP-111,grounding,touch_voltage_V,Voltaje de contacto permitido en malla,float,V,"[10,500]",10,500,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,true,true,Estudio de malla (IEEE 80),Voltaje de toque según IEEE 80,CSP-C-032,CSP-DRW-016,false,ELECTRICAL_ENGINEER,IEEE_1547_2018;IEEE_519_2022;IEEE_80_2013;IEC_60364_5_54;MINEM_DS_013_2019;CNE_2011
CSP-112,freeze_protection,freeze_protection_method,Método de protección de congelamiento del HTF,enum,-,"[steam_tracing,electric_tracing,N2_blanket,drain_to_tank]",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,HTF_type contains salt,true,Memoria de freeze protection,Método según HTF,CSP-C-024,CSP-DRW-008;CSP-DRW-009,true,PROCESS_ENGINEER,ASME_B31_1_2022;NIST_WEBBOOK;IAPWS_IF97;NREL_TES_CSP
CSP-113,freeze_protection,steam_tracing_capacity_kW,Capacidad térmica del steam tracing para freeze protection,float,kW,"[10,2000]",10,2000,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,freeze_protection_method == steam_tracing,true,Memoria de freeze protection,Capacidad de tracing,CSP-C-024,CSP-DRW-008,false,PROCESS_ENGINEER,ASME_B31_1_2022;NIST_WEBBOOK;IAPWS_IF97;NREL_TES_CSP
CSP-114,freeze_protection,N2_blanket_pressure_bar,Presión del colchón de N2 para freeze protection,float,bar,"[0.5,5]",0.5,5,2,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,freeze_protection_method == N2_blanket,true,Memoria de freeze protection,Presión del colchón de N2,CSP-C-024,CSP-DRW-008;CSP-DRW-009,false,PROCESS_ENGINEER,ASME_B31_1_2022;NIST_WEBBOOK;IAPWS_IF97;NREL_TES_CSP
CSP-115,environmental,cooling_water_consumption_L_kWh,Consumo específico de agua de enfriamiento (L/kWh),float,L/kWh,"[0.5,5.0]",0.5,5.0,2,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,condenser_type == wet_surface,true,Estudio ambiental (MINAM DS 019),Consumo < 3 L/kWh en wet cooling,CSP-C-021;CSP-C-022,CSP-DRW-014,true,ENVIRONMENTAL_ENGINEER,MINAM_DS_019_2009;MINEM_DS_032_2003
CSP-116,environmental,drift_eliminator_efficiency_pct,Eficiencia del drift eliminator de la cooling tower,float,%,"[99.0,99.99]",99.0,99.99,2,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,condenser_type == wet_surface,true,Hoja de datos de la cooling tower,Drift eliminator según ASME,CSP-C-021,CSP-DRW-014,false,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;IAPWS_IF97;ASME_B31_1_2022
CSP-117,geotechnical,soil_bearing_capacity_kPa,Capacidad de carga del suelo para fundaciones,float,kPa,"[50,1000]",50,1000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Estudio geotécnico (ISO 14685),Capacidad admisible del suelo,CSP-C-029;CSP-C-028,CSP-DRW-005;CSP-DRW-006,true,GEOTECHNICAL_ENGINEER,ISO_19111;ISO_14685;MINAM_DS_019_2009
CSP-118,geotechnical,seismic_PGA_g,Aceleración pico efectiva (PGA) sísmica del sitio,float,g,"[0.05,1.5]",0.05,1.5,2,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Estudio geotécnico / sismoresistente,PGA para diseño sísmico,CSP-C-029;CSP-C-028,CSP-DRW-005;CSP-DRW-006,true,GEOTECHNICAL_ENGINEER,ISO_19111;ISO_14685;MINAM_DS_019_2009
CSP-119,cooling_tower,cooling_tower_duty_MW,Duty térmico de la cooling tower,float,MW,"[5,500]",5,500,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,condenser_type == wet_surface,true,Memoria de cooling tower (Merkel),Duty de la cooling tower,CSP-C-021,CSP-DRW-011;CSP-DRW-014,true,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;IAPWS_IF97;ASME_B31_1_2022
CSP-120,cables,MV_cable_ampacity_A,Ampacidad del cable MV principal,float,A,"[100,3000]",100,3000,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Estudio de cables (IEC 60287 / IEEE 835),Ampacidad del cable MV,CSP-C-032,CSP-DRW-012,true,ELECTRICAL_ENGINEER,IEEE_1547_2018;IEEE_519_2022;IEEE_80_2013;IEC_60364_5_54;MINEM_DS_013_2019;CNE_2011
CSP-121,plant,asbuilt_stamp_present,Sello as-built presente en plano final,bool,-,"[true,false]",,,1,PROJECT_MANDATORY,CONSTRUCTION,true,true,Plano finalizado as-built,Sello as-built,CSP-C-030,CSP-DRW-017,true,PROJECT_MANAGER,ISO_5457;ISO_7200;ISO_129_1;ISO_128_20;ISO_5455;ANSI_Y14_5;ISO_13567_1
