field_id,category,name_es,description,data_type,unit,allowed_values,min_value,max_value,precision,requirement_class,required_from_stage,conditional_expression,prohibited_default,expected_source_document,extraction_hints,used_by_calculation_ids,used_by_drawing_ids,blocking_if_missing,review_role,source_ids
PVG-065,cable_dc,dc_string_cable_length_m,Longitud media del cable DC de string,float,m,"[5,500]",5,500,0.1,DERIVABLE,DETAILED_ENGINEERING,true,false,Calculada desde string box hasta inversor,,PVG-C-012,PVG-DRW-006;PVG-DRW-013,false,LEAD_ENGINEER_ELECTRICAL,IEC_60287_1_1;IEC_62894;IEEE_835;NFPA_70_2023;IEC_62548
PVG-066,cable_dc,dc_string_cable_insulation_rating_v,Tensión de aislamiento del cable DC,float,V,"[1000,3000]",1000,3000,50,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet de cable PV,IEC 62894; clase de aislamiento,PVG-C-012,PVG-DRW-006;PVG-DRW-013,true,LEAD_ENGINEER_ELECTRICAL,IEC_60287_1_1;IEC_62894;IEEE_835;NFPA_70_2023;IEC_62894
PVG-067,cable_dc,dc_string_cable_ampacity_a,Capacidad de corriente del cable DC a 30°C ambiente,float,A,"[10,100]",10,100,0.1,DERIVABLE,DETAILED_ENGINEERING,true,false,Catálogo IEC 60287 o IEEE 835,Se corrige por temperatura,PVG-C-014;PVG-C-012,PVG-DRW-006;PVG-DRW-013,false,LEAD_ENGINEER_ELECTRICAL,IEC_60287_1_1;IEC_62894;IEEE_835;NFPA_70_2023
PVG-068,cable_dc,dc_string_cable_voltage_drop_pct,Caída de tensión porcentual del string,float,%,"[0,3]",0,3,0.01,DERIVABLE,DETAILED_ENGINEERING,true,false,Calculada como rho*L*I/(V*A)*100,,PVG-C-012,PVG-DRW-006;PVG-DRW-013,false,LEAD_ENGINEER_ELECTRICAL,IEC_60287_1_1;IEC_62894;IEEE_835;NFPA_70_2023;IEC_62548
PVG-069,cable_dc,dc_home_run_cable_section_mm2,Sección del cable DC troncal (home run),float,mm2,"[6,240]",6,240,0.1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria eléctrica y catálogo,,PVG-C-012;PVG-C-014,PVG-DRW-006;PVG-DRW-013,true,LEAD_ENGINEER_ELECTRICAL,IEC_60287_1_1;IEC_62894;IEEE_835;NFPA_70_2023;IEC_62548
PVG-070,cable_ac,ac_inverter_cable_section_mm2,Sección del cable AC del inversor a la celda de media tensión,float,mm2,"[6,500]",6,500,0.1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria eléctrica y catálogo,Cable LV 0.6/1kV,PVG-C-013;PVG-C-015,PVG-DRW-007;PVG-DRW-013,true,LEAD_ENGINEER_ELECTRICAL,IEC_60287_1_1;IEC_62894;IEEE_835;NFPA_70_2023;IEC_60364_7_712
PVG-071,cable_ac,ac_inverter_cable_length_m,Longitud del cable AC desde inversor al primer tablero,float,m,"[5,2000]",5,2000,0.1,DERIVABLE,DETAILED_ENGINEERING,true,false,Ruteo topográfico,,PVG-C-013,PVG-DRW-007;PVG-DRW-013,false,LEAD_ENGINEER_ELECTRICAL,IEC_60287_1_1;IEC_62894;IEEE_835;NFPA_70_2023;IEC_62548
PVG-072,cable_ac,ac_inverter_cable_voltage_drop_pct,Caída de tensión porcentual del cable AC,float,%,"[0,3]",0,3,0.01,DERIVABLE,DETAILED_ENGINEERING,true,false,Calculada por IEC 60287,,PVG-C-013,PVG-DRW-007;PVG-DRW-013,false,LEAD_ENGINEER_ELECTRICAL,IEC_60287_1_1;IEC_62894;IEEE_835;NFPA_70_2023;IEC_62548
PVG-073,cable_ac,ac_collection_voltage_v,Tensión de colección AC del parque,float,V,"[208,690]",208,690,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Memoria de diseño,Tensión LV del sistema,PVG-C-013;PVG-C-015,PVG-DRW-007;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;IEEE_519_2022;IEEE_C2_2023;COES_NCO_2019;COES_Proyectos_Conexion;IEC_60364_7_712
PVG-074,cable_mv,mv_collection_voltage_kv,Tensión de colección en media tensión,float,kV,"[10,66]",10,66,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Memoria de diseño,MT seleccionada por tamaño del parque,PVG-C-027,PVG-DRW-007;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;IEEE_519_2022;IEEE_C2_2023;COES_NCO_2019;COES_Proyectos_Conexion;IEEE_1547_2018
PVG-075,cable_mv,mv_cable_section_mm2,Sección del cable de media tensión,float,mm2,"[35,1000]",35,1000,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria eléctrica y catálogo,,PVG-C-013;PVG-C-015,PVG-DRW-007;PVG-DRW-013,true,LEAD_ENGINEER_ELECTRICAL,IEC_60287_1_1;IEC_62894;IEEE_835;NFPA_70_2023;IEEE_C2_2023
PVG-076,cable_mv,mv_cable_insulation_type,Tipo de aislamiento del cable MV,enum,-,XLPE|EPR|PVC,,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Datasheet del cable,,PVG-C-013;PVG-C-015,PVG-DRW-007;PVG-DRW-013,true,LEAD_ENGINEER_ELECTRICAL,IEC_60287_1_1;IEC_62894;IEEE_835;NFPA_70_2023;IEEE_C2_2023
PVG-077,transformer,transformer_lv_kv,Tensión del lado LV del transformador,float,kV,"[0.208,1]",0.208,1,0.001,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Memoria eléctrica,Coincide con ac_collection_voltage,PVG-C-013;PVG-C-027,PVG-DRW-007;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;IEEE_519_2022;IEEE_C2_2023;COES_NCO_2019;COES_Proyectos_Conexion;IEEE_1547_2018
PVG-078,transformer,transformer_mv_kv,Tensión del lado MV del transformador,float,kV,"[10,66]",10,66,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Memoria eléctrica,Coincide con mv_collection_voltage,PVG-C-013;PVG-C-027,PVG-DRW-007;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;IEEE_519_2022;IEEE_C2_2023;COES_NCO_2019;COES_Proyectos_Conexion;IEEE_1547_2018
PVG-079,transformer,transformer_rated_power_kva,Potencia aparente nominal del transformador,float,kVA,"[30,10000]",30,10000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet del transformador,,PVG-C-013;PVG-C-027,PVG-DRW-007;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;IEEE_519_2022;IEEE_C2_2023;COES_NCO_2019;COES_Proyectos_Conexion;IEEE_1547_2018
PVG-080,transformer,transformer_impedance_pct,Impedancia de cortocircuito del transformador,float,%,"[3,12]",3,12,0.01,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Datasheet del transformador,Usar para coordinación de protecciones,PVG-C-027,PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;IEEE_519_2022;IEEE_C2_2023;COES_NCO_2019;COES_Proyectos_Conexion;IEEE_C2_2023
PVG-081,transformer,transformer_vector_group,Grupo de conexión del transformador,enum,-,Dyn11|YNd11|Yyn0|Dd0|YNyn0,,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Datasheet del transformador,Afecta aterramiento y protecciones,PVG-C-023,PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;IEEE_519_2022;IEEE_C2_2023;COES_NCO_2019;COES_Proyectos_Conexion;IEEE_1547_2018
PVG-082,protection_dc,dc_string_fuse_rating_a,Corriente nominal del fusible DC de string,float,A,"[10,40]",10,40,0.5,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Catálogo de fusibles DC,IEC 62548 sizing,PVG-C-014;PVG-C-009,PVG-DRW-006;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEC_62548;IEC_60364_7_712
PVG-083,protection_dc,dc_string_breaker_rating_a,Corriente nominal del breaker DC de string,float,A,"[10,200]",10,200,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Catálogo de breakers DC,,PVG-C-014;PVG-C-009,PVG-DRW-006;PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEC_62548;IEC_60364_7_712
PVG-084,protection_dc,dc_spd_type_class,Tipo y clase del SPD DC,enum,-,TYPE1|TYPE1_2|TYPE2,,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Catálogo de SPD,IEC 61643-11,PVG-C-023,PVG-DRW-008;PVG-DRW-012,true,LEAD_ENGINEER_ELECTRICAL,IEC_61643_11;IEC_60364_7_712;NFPA_780_2023
PVG-085,protection_ac,ac_breaker_rating_a,Corriente nominal del breaker AC principal,float,A,"[40,6300]",40,6300,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Catálogo de breakers AC,Coordinación con transformador,PVG-C-015;PVG-C-027,PVG-DRW-008,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;IEEE_519_2022;IEEE_C2_2023;COES_NCO_2019;COES_Proyectos_Conexion;IEEE_C2_2023
PVG-086,protection_ac,ac_spd_type_class,Tipo y clase del SPD AC,enum,-,TYPE1|TYPE1_2|TYPE2,,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Catálogo de SPD,IEC 61643-11,PVG-C-023,PVG-DRW-008;PVG-DRW-012,true,LEAD_ENGINEER_ELECTRICAL,IEC_61643_11;IEC_60364_7_712;NFPA_780_2023
PVG-087,protection_ac,ac_relay_protection_scheme,Esquema de protecciones AC (50/51; 51N; 27; 59; 81O/U; 46),array,-,JSON array of ANSI codes,,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de protecciones,,PVG-C-027,PVG-DRW-008;PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEEE_1547_2018;IEEE_519_2022;IEEE_C2_2023;COES_NCO_2019;COES_Proyectos_Conexion;IEEE_1547_2018
PVG-088,protection_ac,anti_islanding_scheme,Esquema anti-isla implementado,enum,-,PASSIVE_ROCOF|PASSIVE_VECTOR_SHIFT|ACTIVE_FREQUENCY_SHIFT|SANDIA_FREQUENCY_SHIFT|NONE,,,,CONDITIONAL,DETAILED_ENGINEERING,anti_islanding_required==true,true,Memoria de protecciones,Requisito IEEE 1547 / IEC 62116,PVG-C-023,PVG-DRW-008;PVG-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1;IEC_62116
PVG-089,protection_ac,lightning_air_terminal_class,Clase del terminal aéreo de captación pararrayos,enum,-,NFPA_780_CLASS_I|NFPA_780_CLASS_II|NFPA_780_CLASS_III|NFPA_780_CLASS_IV,,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de pararrayos,NFPA 780,PVG-C-023,PVG-DRW-012,true,LEAD_ENGINEER_ELECTRICAL,NFPA_780_2023;IEEE_80_2013
PVG-090,grounding,grounding_grid_resistance_ohm,Resistencia objetivo de la malla de tierra,float,ohm,"[0.1,20]",0.1,20,0.01,DERIVABLE,DETAILED_ENGINEERING,true,false,Calculada con IEEE 80,,PVG-C-028,PVG-DRW-012,false,LEAD_ENGINEER_ELECTRICAL,IEC_60364_5_54;IEC_60364_4_41;IEEE_80_2013;IEEE_142;IEEE_80_2013
PVG-091,grounding,grounding_conductor_section_mm2,Sección del conductor de tierra principal,float,mm2,"[16,185]",16,185,0.1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de aterramiento,IEC 60364-5-54,PVG-C-028,PVG-DRW-012,true,LEAD_ENGINEER_ELECTRICAL,IEC_60364_5_54;IEC_60364_4_41;IEEE_80_2013;IEEE_142
PVG-092,grounding,step_voltage_limit_v,Tensión de paso admisible según IEEE 80,float,V,"[50,2000]",50,2000,1,DERIVABLE,DETAILED_ENGINEERING,true,false,Calculada con fórmula de Decroq,,PVG-C-028,PVG-DRW-012,false,LEAD_ENGINEER_ELECTRICAL,IEC_60364_5_54;IEC_60364_4_41;IEEE_80_2013;IEEE_142;IEEE_80_2013
PVG-093,grounding,touch_voltage_limit_v,Tensión de contacto admisible según IEEE 80,float,V,"[50,2000]",50,2000,1,DERIVABLE,DETAILED_ENGINEERING,true,false,Calculada con fórmula de Decroq,,PVG-C-028,PVG-DRW-012,false,LEAD_ENGINEER_ELECTRICAL,IEC_60364_5_54;IEC_60364_4_41;IEEE_80_2013;IEEE_142;IEEE_80_2013
PVG-094,grounding,grounding_electrode_type,Tipo de electrodo de tierra utilizado,enum,-,COPPER_RING|ROD_COPPER_CLAD|GRID_COPPER|CHEMICAL_GROUND,,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de aterramiento,,PVG-C-028,PVG-DRW-012,true,LEAD_ENGINEER_ELECTRICAL,IEC_60364_5_54;IEC_60364_4_41;IEEE_80_2013;IEEE_142
PVG-095,structure,structure_type_class,Clase de estructura de soporte de módulos,enum,-,FIXED_TILT|SINGLE_AXIS_TRACKER|DUAL_AXIS_TRACKER|SINGLE_AXIS_TRACKER_TILT_NORTH|CARPORT,,,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Memoria de diseño,,PVG-C-001;PVG-C-017,PVG-DRW-004;PVG-DRW-010;PVG-DRW-011,true,LEAD_ENGINEER_CIVIL,IEC_62548;IEC_62938
PVG-096,structure,structure_tilt_angle_deg,Ángulo de inclinación fijo de la estructura,float,deg,"[0,45]",0,45,0.1,CONDITIONAL,BASIC_ENGINEERING,"structure_type_class in [FIXED_TILT, CARPORT]",true,Memoria de diseño,,PVG-C-001;PVG-C-017,PVG-DRW-010;PVG-DRW-014,true,LEAD_ENGINEER_CIVIL,IEC_62548;NREL_SAM_2024
PVG-097,structure,structure_azimuth_angle_deg,Azimut geográfico de la estructura (0=Norte;180=Sur),float,deg,"[0,359]",0,359,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Memoria de diseño,Hemisferio sur usar 0 (norte),PVG-C-001;PVG-C-017,PVG-DRW-004;PVG-DRW-010,true,LEAD_ENGINEER_CIVIL,IEC_62548;NREL_SAM_2024
PVG-098,structure,structure_clearance_to_ground_mm,Distancia libre del borde inferior del módulo al suelo,float,mm,"[200,2000]",200,2000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Memoria de diseño,,PVG-C-030,PVG-DRW-010;PVG-DRW-014,true,LEAD_ENGINEER_CIVIL,IEC_62548;NFPA_70_2023
PVG-099,structure,posting_section_mm,Sección del perfiles estructurales (posting),array,-,"JSON {section_id, width_mm, height_mm, thickness_mm}",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria estructural y catálogo,,PVG-C-017,PVG-DRW-010,true,LEAD_ENGINEER_CIVIL,ASME_B31_1_2022;IEC_62938
PVG-100,structure,girts_section_mm,Sección de los girts o purlins horizontales,array,-,"JSON {section_id, width_mm, height_mm, thickness_mm}",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria estructural y catálogo,,PVG-C-017,PVG-DRW-010,true,LEAD_ENGINEER_CIVIL,ASME_B31_1_2022;IEC_62938
PVG-101,tracker,tracker_rotation_range_deg,Rango de rotación del tracker medido desde cero,float,deg,"[-90,90]",-90,90,0.1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,"structure_type_class in [SINGLE_AXIS_TRACKER, DUAL_AXIS_TRACKER, SINGLE_AXIS_TRACKER_TILT_NORTH]",true,Datasheet del tracker,,PVG-C-029,PVG-DRW-011,true,LEAD_ENGINEER_CIVIL,IEC_62548;IEC_TS_63049
PVG-102,tracker,tracker_backtracking_enabled,Indicador de backtracking habilitado,boolean,-,true|false,,,,CONDITIONAL,DETAILED_ENGINEERING,structure_type_class contains TRACKER,true,Configuración del SCADA,,PVG-C-029,PVG-DRW-011,false,LEAD_ENGINEER_ELECTRICAL,NREL_SAM_2024
PVG-103,tracker,tracker_drive_type_class,Clase de accionamiento del tracker,enum,-,SINGLE_LINKAGE|MULTI_TORQUE_TUBE|INDEPENDENT_ROW|DUAL_MOTOR_LINKAGE,,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,structure_type_class contains TRACKER,true,Datasheet del tracker,,PVG-C-029,PVG-DRW-011,true,LEAD_ENGINEER_CIVIL,IEC_62548
PVG-104,tracker,tracker_stow_wind_speed_ms,Velocidad de viento que activa posición de estiba (stow),float,m/s,"[15,40]",15,40,0.1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,structure_type_class contains TRACKER,true,Datasheet del tracker,,PVG-C-029,PVG-DRW-011,true,LEAD_ENGINEER_CIVIL,IEC_62938
PVG-105,foundation,foundation_type_class,Clase de cimentación utilizada,enum,-,H_PILE_DRIVEN|GROUND_SCREW|HELICAL_PIER|GRADE_BEAM|BALLAST|MICRO_PILE|DRILLED_SHAFT,,,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Memoria de cimentaciones,,PVG-C-028,PVG-DRW-009,true,LEAD_ENGINEER_CIVIL,ASME_B31_1_2022;IEC_62548
PVG-106,foundation,foundation_depth_m,Profundidad de cimentación medida desde el nivel del suelo,float,m,"[0.5,5]",0.5,5,0.01,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de cimentaciones,,PVG-C-028,PVG-DRW-009,true,LEAD_ENGINEER_CIVIL,ASME_B31_1_2022;IEEE_80_2013
PVG-107,foundation,foundation_section_mm,"Sección del elemento de cimentación (e.g., H-pile W-section)",array,-,"JSON {section_id, w_mm, h_mm, flange_mm, web_mm}",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de cimentaciones,,PVG-C-028,PVG-DRW-009,true,LEAD_ENGINEER_CIVIL,ASME_B31_1_2022;IEC_62548
PVG-108,foundation,corrosion_protection_class,Clase de protección catódica o galvánica,enum,-,HOT_DIP_GALVANIZED|ZINC_SPRAY|PAINTED|CATHODIC_PROTECTION,,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de protección,Según agresividad,PVG-C-028,PVG-DRW-009,true,LEAD_ENGINEER_CIVIL,IEEE_80_2013;IEEE_142
PVG-109,foundation,ballast_block_count,Número de bloques de lastre por poste,int,-,"[1,20]",1,20,,CONDITIONAL,DETAILED_ENGINEERING,foundation_type_class==BALLAST,true,Memoria de cimentaciones,,PVG-C-028,PVG-DRW-009,false,LEAD_ENGINEER_CIVIL,ASME_B31_1_2022
PVG-110,routing,trench_width_mm,Ancho de la zanja de ruteo,float,mm,"[200,1500]",200,1500,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de ruteo,,PVG-C-012,PVG-DRW-013,true,LEAD_ENGINEER_CIVIL,NFPA_70_2023;IEEE_C2_2023
PVG-111,routing,trench_depth_mm,Profundidad de la zanja de ruteo,float,mm,"[400,2000]",400,2000,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de ruteo,,PVG-C-012,PVG-DRW-013,true,LEAD_ENGINEER_CIVIL,NFPA_70_2023;IEEE_C2_2023
PVG-112,routing,conduit_type_class,Clase de conduit o protector de cables,enum,-,PVC_SCH40|PVC_SCH80|HDPE|RIG_GALV|RMC,,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de ruteo,,PVG-C-014,PVG-DRW-013,true,LEAD_ENGINEER_ELECTRICAL,NFPA_70_2023;IEEE_C2_2023
PVG-113,routing,conduit_fill_pct,Porcentaje de llenado del conduit,float,%,"[0,40]",0,40,0.1,DERIVABLE,DETAILED_ENGINEERING,true,false,Calculado por NEC capítulo 9,,PVG-C-014,PVG-DRW-013,false,LEAD_ENGINEER_ELECTRICAL,NFPA_70_2023
PVG-114,routing,row_spacing_m,Distancia entre filas del arreglo (post-to-post),float,m,"[1,20]",1,20,0.01,DERIVABLE,BASIC_ENGINEERING,true,false,Calculada por shading y área del sitio,,PVG-C-017;PVG-C-029,PVG-DRW-004;PVG-DRW-014,false,LEAD_ENGINEER_CIVIL,IEC_62548;NREL_SAM_2024
PVG-115,routing,module_spacing_ew_mm,Espaciamiento Este-Oeste entre módulos adyacentes,float,mm,"[0,200]",0,200,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de diseño,,PVG-C-001;PVG-C-006,PVG-DRW-004;PVG-DRW-010,true,LEAD_ENGINEER_CIVIL,IEC_62548
PVG-116,production,annual_yield_mwh,Energía anual entregada al POC,float,MWh,"[10,2000000]",10,2000000,1,DERIVABLE,FEASIBILITY,true,false,Calculada con SAM o PVsyst,,PVG-C-023;PVG-C-024,PVG-DRW-001;PVG-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,ASTM_E2848;IEC_61724_1;NREL_PVWatts;NREL_SAM_2024;IEA_PVPS_T1_2024
PVG-117,production,specific_yield_kwh_kwp,Rendimiento específico anual,float,kWh/kWp,"[800,2500]",800,2500,1,DERIVABLE,FEASIBILITY,true,false,Calculada como Yf / DC_installed,,PVG-C-024,PVG-DRW-001;PVG-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,ASTM_E2848;IEC_61724_1;NREL_PVWatts;NREL_SAM_2024;IEA_PVPS_T1_2024
PVG-118,production,performance_ratio_pct,Performance Ratio del parque,float,%,"[60,90]",60,90,0.1,DERIVABLE,FEASIBILITY,true,false,Calculada como Yf / Yr,,PVG-C-025,PVG-DRW-001;PVG-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,ASTM_E2848;IEC_61724_1;NREL_PVWatts;NREL_SAM_2024;IEA_PVPS_T1_2024;IEC_61724_1
PVG-119,production,dc_ac_ratio,Relación DC/AC del parque,float,-,"[0.8,1.5]",0.8,1.5,0.01,DERIVABLE,BASIC_ENGINEERING,true,false,Calculada como P_dc / P_ac_rated,,PVG-C-010;PVG-C-011,PVG-DRW-008,false,LEAD_ENGINEER_ELECTRICAL,IEC_62109_1;IEC_62109_2;IEC_62116;UL_1741;IEEE_1547_2018;IEEE_1547_1;NREL_SAM_2024
PVG-120,production,availability_target_pct,Disponibilidad objetivo contractual,float,%,"[95,99.9]",95,99.9,0.01,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,Contrato PPA,,PVG-C-022;PVG-C-023,PVG-DRW-015,true,PROJECT_MANAGER,IEEE_1547_2018;COES_Proyectos_Conexion
PVG-121,production,lid_loss_pct,Pérdida por Light Induced Degradation,float,%,"[0,3]",0,3,0.01,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Datasheet del módulo,,PVG-C-021;PVG-C-023,PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEC_61215_1;IEC_61730_1;IEC_61730_2;IEC_60904_3;IEC_61853_1;IEC_61853_2;IEC_61853_4;IEC_TS_62804_1
PVG-122,scada,scada_gateway_class,Clase del gateway SCADA,enum,-,SCADA_RTU|SCADA_PLC|SCADA_IOT_EDGE|SCADA_DNP3|SCADA_IEC_61850,,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Memoria de control,,PVG-C-022,PVG-DRW-015,true,LEAD_ENGINEER_ELECTRICAL,IEEE_2030_2;IEEE_1547_4
PVG-123,scada,intelligent_combiner_box_count,Número de cajas de combinación DC inteligentes,int,-,"[0,200]",0,200,,DERIVABLE,DETAILED_ENGINEERING,true,false,Calculada como strings/strings_per_box,,PVG-C-023,PVG-DRW-006;PVG-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,IEC_62817;IEC_61724_1
PVG-124,bop,fire_detection_required,Indicador de sistema de detección de incendios,boolean,-,true|false,,,,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,Memoria de seguridad,,PVG-C-022,PVG-DRW-016,true,SAFETY_ENGINEER,NFPA_70_2023;NFPA_855_2023
PVG-125,bop,dc_arc_fault_detection_required,Indicador de detección de arco DC,boolean,-,true|false,,,,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,Memoria de protecciones,Requerido por NEC 690.11,PVG-C-027,PVG-DRW-008;PVG-DRW-016,true,SAFETY_ENGINEER,NFPA_70_2023;IEC_62548
PVG-126,bop,rapid_shutdown_required,Indicador de rápido apagado DC,boolean,-,true|false,,,,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,Memoria de protecciones,Requerido por NEC 690.12,PVG-C-027,PVG-DRW-008,true,SAFETY_ENGINEER,NFPA_70_2023
PVG-127,bop,pid_protection_required,Indicador de protección anti-PID,boolean,-,true|false,,,,CONDITIONAL,DETAILED_ENGINEERING,"module_technology_class in [PV_MODULE_MONOCRYSTALLINE, PV_MODULE_POLYCRYSTALLINE]",true,Memoria de diseño,Recomendado por IEC TS 62804-1,PVG-C-020;PVG-C-021,PVG-DRW-015,false,LEAD_ENGINEER_ELECTRICAL,IEC_TS_62804_1;IEC_TS_63049
