field_id,language,synonyms,abbreviations,expected_units,document_types,section_names,table_header_patterns,regex_candidates,positive_context,negative_context,normalization_rule,plausibility_rule,requires_ocr,requires_vision,requires_llm,human_review_condition
HYD-124,es,pelton_bucket_number,,-,turbine_data_sheet|model_test_report,turbine,pelton_bucket_number,pelton_bucket_number\s*[=:]?\s*([0-9.+-eE]+),turbine,n/a; out of range,keep precision 1,"in [5, 50]",False,False,True,"check value in [5, 50]; cross-check with HYD-C-018"
HYD-125,es,turbine_setting_height_m,,m,turbine_data_sheet|model_test_report,turbine,turbine_setting_height_m,turbine_setting_height_m\s*[=:]?\s*([0-9.+-eE]+),turbine,n/a; out of range,keep precision 0.01,"in [-5, 30]",False,False,True,"check value in [-5, 30]; cross-check with HYD-C-020;HYD-C-021"
HYD-130,es,generator_type,,-,generator_data_sheet,generator,generator_type,generator_type\s*[=:]?\s*([A-Za-z0-9_/-]+),generator,n/a; out of range,keep precision as-is,allowed_values: SYNCHRONOUS;ASYNCHRONOUS;PERMANENT_MAGNET,False,True,True,"check value in [None, None]; cross-check with HYD-C-021;HYD-C-022"
HYD-131,es,generator_rated_power_kW,,kW,generator_data_sheet,generator,generator_rated_power_kW,generator_rated_power_kW\s*[=:]?\s*([0-9.+-eE]+),generator,n/a; out of range,keep precision 1,"in [1, 1000000]",False,False,True,"check value in [1, 1000000]; cross-check with HYD-C-021"
HYD-132,es,generator_rated_voltage_V,,V,generator_data_sheet,generator,generator_rated_voltage_V,generator_rated_voltage_V\s*[=:]?\s*([0-9.+-eE]+),generator,n/a; out of range,keep precision 1,"in [100, 35000]",False,False,True,"check value in [100, 35000]; cross-check with HYD-C-021;HYD-C-025"
HYD-133,es,generator_rated_frequency_Hz,,Hz,generator_data_sheet,generator,generator_rated_frequency_Hz,generator_rated_frequency_Hz\s*[=:]?\s*([0-9.+-eE]+),generator,n/a; out of range,keep precision 0.01,"in [50, 60]",False,False,True,"check value in [50, 60]; cross-check with HYD-C-021"
HYD-134,es,generator_power_factor,,-,generator_data_sheet,generator,generator_power_factor,generator_power_factor\s*[=:]?\s*([0-9.+-eE]+),generator,n/a; out of range,keep precision 0.001,"in [0.7, 1.0]",False,False,True,"check value in [0.7, 1.0]; cross-check with HYD-C-021"
HYD-135,es,generator_efficiency_pct,,%,generator_data_sheet,generator,generator_efficiency_pct,generator_efficiency_pct\s*[=:]?\s*([0-9.+-eE]+),generator,n/a; out of range,keep precision 0.01,"in [80, 99]",False,False,True,"check value in [80, 99]; cross-check with HYD-C-021"
HYD-136,es,generator_rated_speed_rpm,,rpm,generator_data_sheet,generator,generator_rated_speed_rpm,generator_rated_speed_rpm\s*[=:]?\s*([0-9.+-eE]+),generator,n/a; out of range,keep precision 0.001,"in [50, 1500]",False,False,True,"check value in [50, 1500]; cross-check with HYD-C-021"
HYD-137,es,generator_inertia_kgm2,,kg*m2,generator_data_sheet,generator,generator_inertia_kgm2,generator_inertia_kgm2\s*[=:]?\s*([0-9.+-eE]+),generator,n/a; out of range,keep precision 1,"in [10, 10000000]",False,False,True,"check value in [10, 10000000]; cross-check with HYD-C-021;HYD-C-016"
HYD-138,es,generator_xd_transient_pu,,pu,generator_data_sheet,generator,generator_xd_transient_pu,generator_xd_transient_pu\s*[=:]?\s*([0-9.+-eE]+),generator,n/a; out of range,keep precision 0.001,"in [0.05, 0.5]",False,False,True,"check value in [0.05, 0.5]; cross-check with HYD-C-021"
HYD-139,es,generator_xd_synchronous_pu,,pu,generator_data_sheet,generator,generator_xd_synchronous_pu,generator_xd_synchronous_pu\s*[=:]?\s*([0-9.+-eE]+),generator,n/a; out of range,keep precision 0.001,"in [0.6, 2.5]",False,False,True,"check value in [0.6, 2.5]; cross-check with HYD-C-021"
HYD-140,es,generator_insulation_class,,-,generator_data_sheet,generator,generator_insulation_class,generator_insulation_class\s*[=:]?\s*([A-Za-z0-9_/-]+),generator,n/a; out of range,keep precision as-is,allowed_values: F;H;B;A,False,True,True,"check value in [None, None]; cross-check with HYD-C-021"
HYD-150,es,governor_type,,-,governor_data_sheet,governor,governor_type,governor_type\s*[=:]?\s*([A-Za-z0-9_/-]+),governor,n/a; out of range,keep precision as-is,allowed_values: MECHANICAL_HYDRAULIC;ELECTRO_HYDRAULIC;DIGITAL,False,True,True,"check value in [None, None]; cross-check with HYD-C-024"
HYD-151,es,governor_response_time_s,,s,governor_data_sheet,governor,governor_response_time_s,governor_response_time_s\s*[=:]?\s*([0-9.+-eE]+),governor,n/a; out of range,keep precision 0.001,"in [0.05, 30]",False,False,True,"check value in [0.05, 30]; cross-check with HYD-C-024;HYD-C-016"
HYD-152,es,governor_oil_pressure_MPa,,MPa,governor_data_sheet,governor,governor_oil_pressure_MPa,governor_oil_pressure_MPa\s*[=:]?\s*([0-9.+-eE]+),governor,n/a; out of range,keep precision 0.01,"in [2, 40]",False,False,True,"check value in [2, 40]; cross-check with HYD-C-024"
HYD-153,es,excitation_type,,-,excitation_data_sheet,excitation,excitation_type,excitation_type\s*[=:]?\s*([A-Za-z0-9_/-]+),excitation,n/a; out of range,keep precision as-is,allowed_values: BRUSHLESS;STATIC;DC_EXCITER,False,True,True,"check value in [None, None]; cross-check with HYD-C-021;HYD-C-024"
HYD-154,es,excitation_rated_voltage_V,,V,excitation_data_sheet,excitation,excitation_rated_voltage_V,excitation_rated_voltage_V\s*[=:]?\s*([0-9.+-eE]+),excitation,n/a; out of range,keep precision 0.1,"in [10, 1000]",False,False,True,"check value in [10, 1000]; cross-check with HYD-C-021"
HYD-155,es,excitation_response_time_s,,s,excitation_data_sheet,excitation,excitation_response_time_s,excitation_response_time_s\s*[=:]?\s*([0-9.+-eE]+),excitation,n/a; out of range,keep precision 0.001,"in [0.005, 5]",False,False,True,"check value in [0.005, 5]; cross-check with HYD-C-021;HYD-C-024"
HYD-160,es,transformer_rated_power_kVA,,kVA,transformer_data_sheet,transformer,transformer_rated_power_kVA,transformer_rated_power_kVA\s*[=:]?\s*([0-9.+-eE]+),transformer,n/a; out of range,keep precision 1,"in [5, 1000000]",False,False,True,"check value in [5, 1000000]; cross-check with HYD-C-021;HYD-C-022"
HYD-161,es,transformer_voltage_HV_kV,,kV,transformer_data_sheet,transformer,transformer_voltage_HV_kV,transformer_voltage_HV_kV\s*[=:]?\s*([0-9.+-eE]+),transformer,n/a; out of range,keep precision 0.01,"in [1, 765]",False,False,True,"check value in [1, 765]; cross-check with HYD-C-021;HYD-C-025"
HYD-162,es,transformer_voltage_LV_kV,,kV,transformer_data_sheet,transformer,transformer_voltage_LV_kV,transformer_voltage_LV_kV\s*[=:]?\s*([0-9.+-eE]+),transformer,n/a; out of range,keep precision 0.001,"in [0.1, 35]",False,False,True,"check value in [0.1, 35]; cross-check with HYD-C-021"
HYD-163,es,transformer_vector_group,,-,transformer_data_sheet,transformer,transformer_vector_group,transformer_vector_group\s*[=:]?\s*([A-Za-z0-9_/-]+),transformer,n/a; out of range,keep precision as-is,allowed_values: YNd11;YNd1;Dyn11;Yyn0;Dd0,False,True,True,"check value in [None, None]; cross-check with HYD-C-021"
HYD-164,es,transformer_impedance_pct,,%,transformer_data_sheet,transformer,transformer_impedance_pct,transformer_impedance_pct\s*[=:]?\s*([0-9.+-eE]+),transformer,n/a; out of range,keep precision 0.01,"in [3, 15]",False,False,True,"check value in [3, 15]; cross-check with HYD-C-021"
HYD-165,es,transformer_no_load_loss_W,,W,transformer_data_sheet,transformer,transformer_no_load_loss_W,transformer_no_load_loss_W\s*[=:]?\s*([0-9.+-eE]+),transformer,n/a; out of range,keep precision 1,"in [10, 500000]",False,False,True,"check value in [10, 500000]; cross-check with HYD-C-022"
HYD-166,es,transformer_load_loss_W,,W,transformer_data_sheet,transformer,transformer_load_loss_W,transformer_load_loss_W\s*[=:]?\s*([0-9.+-eE]+),transformer,n/a; out of range,keep precision 1,"in [100, 2000000]",False,False,True,"check value in [100, 2000000]; cross-check with HYD-C-022"
HYD-167,es,transformer_oil_volume_L,,L,transformer_data_sheet,transformer,transformer_oil_volume_L,transformer_oil_volume_L\s*[=:]?\s*([0-9.+-eE]+),transformer,n/a; out of range,keep precision 1,"in [10, 100000]",False,False,True,"check value in [10, 100000]; cross-check with HYD-C-026"
HYD-168,es,transmission_line_voltage_kV,,kV,transmission_design|grid_connection_study,transmission,transmission_line_voltage_kV,transmission_line_voltage_kV\s*[=:]?\s*([0-9.+-eE]+),transmission,n/a; out of range,keep precision 0.01,"in [0.6, 765]",False,False,True,"check value in [0.6, 765]; cross-check with HYD-C-025"
HYD-169,es,transmission_line_length_km,,km,transmission_design|grid_connection_study,transmission,transmission_line_length_km,transmission_line_length_km\s*[=:]?\s*([0-9.+-eE]+),transmission,n/a; out of range,keep precision 0.01,"in [0.1, 500]",False,False,True,"check value in [0.1, 500]; cross-check with HYD-C-025"
HYD-170,es,transmission_line_conductor,,-,transmission_design|grid_connection_study,transmission,transmission_line_conductor,transmission_line_conductor\s*[=:]?\s*([A-Za-z0-9_/-]+),transmission,n/a; out of range,keep precision as-is,allowed_values: AAAC;ACSR;ACAR;OPGW,False,True,True,"check value in [None, None]; cross-check with HYD-C-025"
HYD-180,es,compressor_capacity_m3_min,,m3/min,auxiliary_load_balance|compressor_data_sheet,auxiliary,compressor_capacity_m3_min,compressor_capacity_m3_min\s*[=:]?\s*([0-9.+-eE]+),auxiliary,n/a; out of range,keep precision 0.01,"in [0.1, 100]",False,False,True,"check value in [0.1, 100]; cross-check with HYD-C-026"
HYD-181,es,cooling_water_flow_m3s,,m3/s,auxiliary_load_balance|compressor_data_sheet,auxiliary,cooling_water_flow_m3s,cooling_water_flow_m3s\s*[=:]?\s*([0-9.+-eE]+),auxiliary,n/a; out of range,keep precision 0.0001,"in [0.0001, 1]",False,False,True,"check value in [0.0001, 1]; cross-check with HYD-C-021;HYD-C-026"
HYD-182,es,drainage_pump_capacity_m3s,,m3/s,auxiliary_load_balance|compressor_data_sheet,auxiliary,drainage_pump_capacity_m3s,drainage_pump_capacity_m3s\s*[=:]?\s*([0-9.+-eE]+),auxiliary,n/a; out of range,keep precision 0.0001,"in [0.0001, 1]",False,False,True,"check value in [0.0001, 1]; cross-check with HYD-C-026"
HYD-183,es,oil_system_volume_L,,L,auxiliary_load_balance|compressor_data_sheet,auxiliary,oil_system_volume_L,oil_system_volume_L\s*[=:]?\s*([0-9.+-eE]+),auxiliary,n/a; out of range,keep precision 1,"in [10, 10000]",False,False,True,"check value in [10, 10000]; cross-check with HYD-C-026"
HYD-184,es,auxiliary_load_kW,,kW,auxiliary_load_balance|compressor_data_sheet,auxiliary,auxiliary_load_kW,auxiliary_load_kW\s*[=:]?\s*([0-9.+-eE]+),auxiliary,n/a; out of range,keep precision 0.1,"in [1, 5000]",False,False,True,"check value in [1, 5000]; cross-check with HYD-C-021"
HYD-185,es,station_service_voltage_V,,V,auxiliary_load_balance|compressor_data_sheet,auxiliary,station_service_voltage_V,station_service_voltage_V\s*[=:]?\s*([0-9.+-eE]+),auxiliary,n/a; out of range,keep precision 1,"in [110, 1000]",False,False,True,"check value in [110, 1000]; cross-check with HYD-C-021"
HYD-190,es,scada_architecture_type,,-,scada_architecture|control_architecture,scada,scada_architecture_type,scada_architecture_type\s*[=:]?\s*([A-Za-z0-9_/-]+),scada,n/a; out of range,keep precision as-is,allowed_values: CENTRALIZED;DISTRIBUTED;RTU_BASED,False,True,True,"check value in [None, None]; cross-check with HYD-C-024;HYD-C-026"
HYD-191,es,scada_rtu_count,,-,scada_architecture|control_architecture,scada,scada_rtu_count,scada_rtu_count\s*[=:]?\s*([0-9.+-eE]+),scada,n/a; out of range,keep precision 1,"in [1, 200]",False,False,True,"check value in [1, 200]; cross-check with HYD-C-026"
HYD-192,es,protection_relay_type,,-,protection_scheme|breaker_data_sheet,protection,protection_relay_type,protection_relay_type\s*[=:]?\s*([A-Za-z0-9_/-]+),protection,n/a; out of range,keep precision as-is,allowed_values: NUMERIC;ELECTROMECHANICAL;MICROPROCESSOR,False,True,True,"check value in [None, None]; cross-check with HYD-C-024"
HYD-193,es,protection_relay_ansi_code,,-,protection_scheme|breaker_data_sheet,protection,protection_relay_ansi_code,protection_relay_ansi_code\s*[=:]?\s*([A-Za-z0-9_/-]+),protection,n/a; out of range,keep precision as-is,allowed_values: ANSI C37.2 codes (e.g. 50/51/87G/27/59),False,True,True,"check value in [None, None]; cross-check with HYD-C-024"
HYD-194,es,circuit_breaker_rated_current_A,,A,protection_scheme|breaker_data_sheet,protection,circuit_breaker_rated_current_A,circuit_breaker_rated_current_A\s*[=:]?\s*([0-9.+-eE]+),protection,n/a; out of range,keep precision 1,"in [100, 40000]",False,False,True,"check value in [100, 40000]; cross-check with HYD-C-021;HYD-C-025"
HYD-195,es,circuit_breaker_rated_voltage_kV,,kV,protection_scheme|breaker_data_sheet,protection,circuit_breaker_rated_voltage_kV,circuit_breaker_rated_voltage_kV\s*[=:]?\s*([0-9.+-eE]+),protection,n/a; out of range,keep precision 0.01,"in [0.6, 765]",False,False,True,"check value in [0.6, 765]; cross-check with HYD-C-021;HYD-C-025"
HYD-196,es,circuit_breaker_interrupting_capacity_kA,,kA,protection_scheme|breaker_data_sheet,protection,circuit_breaker_interrupting_capacity_kA,circuit_breaker_interrupting_capacity_kA\s*[=:]?\s*([0-9.+-eE]+),protection,n/a; out of range,keep precision 0.1,"in [5, 80]",False,False,True,"check value in [5, 80]; cross-check with HYD-C-021"
HYD-197,es,lightning_arrester_MCOV_kV,,kV,protection_scheme|breaker_data_sheet,protection,lightning_arrester_MCOV_kV,lightning_arrester_MCOV_kV\s*[=:]?\s*([0-9.+-eE]+),protection,n/a; out of range,keep precision 0.01,"in [1, 765]",False,False,True,"check value in [1, 765]; cross-check with HYD-C-025"
HYD-198,es,grounding_resistance_ohm,,ohm,grounding_calc,grounding,grounding_resistance_ohm,grounding_resistance_ohm\s*[=:]?\s*([0-9.+-eE]+),grounding,n/a; out of range,keep precision 0.01,"in [0.1, 50]",False,False,True,"check value in [0.1, 50]; cross-check with HYD-C-026"
HYD-199,es,grounding_grid_size_m2,,m2,grounding_calc,grounding,grounding_grid_size_m2,grounding_grid_size_m2\s*[=:]?\s*([0-9.+-eE]+),grounding,n/a; out of range,keep precision 1,"in [1, 100000]",False,False,True,"check value in [1, 100000]; cross-check with HYD-C-026"
HYD-200,es,LPL_lightning_protection_level,,-,lightning_study,lightning,LPL_lightning_protection_level,LPL_lightning_protection_level\s*[=:]?\s*([A-Za-z0-9_/-]+),lightning,n/a; out of range,keep precision as-is,allowed_values: LPL_I;LPL_II;LPL_III;LPL_IV,False,True,True,"check value in [None, None]; cross-check with HYD-C-025;HYD-C-027"
HYD-210,es,NPSH_available_m,,m,cavitation_calc|model_test_report,cavitation,NPSH_available_m,NPSH_available_m\s*[=:]?\s*([0-9.+-eE]+),cavitation,n/a; out of range,keep precision 0.01,"in [-10, 500]",False,False,True,"check value in [-10, 500]; cross-check with HYD-C-020;HYD-C-021"
HYD-211,es,NPSH_required_m,,m,cavitation_calc|model_test_report,cavitation,NPSH_required_m,NPSH_required_m\s*[=:]?\s*([0-9.+-eE]+),cavitation,n/a; out of range,keep precision 0.01,"in [0, 100]",False,False,True,"check value in [0, 100]; cross-check with HYD-C-020"
HYD-212,es,cavitation_safety_factor,,-,cavitation_calc|model_test_report,cavitation,cavitation_safety_factor,cavitation_safety_factor\s*[=:]?\s*([0-9.+-eE]+),cavitation,n/a; out of range,keep precision 0.001,"in [1, 5]",False,False,True,"check value in [1, 5]; cross-check with HYD-C-020"
HYD-213,es,draft_tube_type,,-,cavitation_calc|model_test_report,cavitation,draft_tube_type,draft_tube_type\s*[=:]?\s*([A-Za-z0-9_/-]+),cavitation,n/a; out of range,keep precision as-is,allowed_values: ELBOW;CONICAL;STRAIGHT;NONE,False,True,True,"check value in [None, None]; cross-check with HYD-C-018;HYD-C-020"
HYD-214,es,draft_tube_submergence_m,,m,cavitation_calc|model_test_report,cavitation,draft_tube_submergence_m,draft_tube_submergence_m\s*[=:]?\s*([0-9.+-eE]+),cavitation,n/a; out of range,keep precision 0.001,"in [0, 30]",False,False,True,"check value in [0, 30]; cross-check with HYD-C-020"
HYD-215,es,atmospheric_pressure_mH2O,,mH2O,cavitation_calc|model_test_report,cavitation,atmospheric_pressure_mH2O,atmospheric_pressure_mH2O\s*[=:]?\s*([0-9.+-eE]+),cavitation,n/a; out of range,keep precision 0.001,"in [7, 11]",False,False,True,"check value in [7, 11]; cross-check with HYD-C-020"
HYD-220,es,soil_bearing_capacity_kPa,,kPa,geotechnical_study,geotechnical,soil_bearing_capacity_kPa,soil_bearing_capacity_kPa\s*[=:]?\s*([0-9.+-eE]+),geotechnical,n/a; out of range,keep precision 1,"in [50, 5000]",False,False,True,"check value in [50, 5000]; cross-check with HYD-C-022;HYD-C-026"
HYD-221,es,lateral_earth_pressure_kN_m,,kN/m,geotechnical_study,geotechnical,lateral_earth_pressure_kN_m,lateral_earth_pressure_kN_m\s*[=:]?\s*([0-9.+-eE]+),geotechnical,n/a; out of range,keep precision 0.1,"in [0, 2000]",False,False,True,"check value in [0, 2000]; cross-check with HYD-C-022;HYD-C-026"
HYD-222,es,hydrostatic_uplift_kPa,,kPa,geotechnical_study,geotechnical,hydrostatic_uplift_kPa,hydrostatic_uplift_kPa\s*[=:]?\s*([0-9.+-eE]+),geotechnical,n/a; out of range,keep precision 0.1,"in [0, 2000]",False,False,True,"check value in [0, 2000]; cross-check with HYD-C-022"
HYD-223,es,soil_friction_angle_deg,,deg,geotechnical_study,geotechnical,soil_friction_angle_deg,soil_friction_angle_deg\s*[=:]?\s*([0-9.+-eE]+),geotechnical,n/a; out of range,keep precision 0.1,"in [0, 50]",False,False,True,"check value in [0, 50]; cross-check with HYD-C-022"
HYD-224,es,soil_cohesion_kPa,,kPa,geotechnical_study,geotechnical,soil_cohesion_kPa,soil_cohesion_kPa\s*[=:]?\s*([0-9.+-eE]+),geotechnical,n/a; out of range,keep precision 0.1,"in [0, 500]",False,False,True,"check value in [0, 500]; cross-check with HYD-C-022"
HYD-225,es,soil_unit_weight_kN_m3,,kN/m3,geotechnical_study,geotechnical,soil_unit_weight_kN_m3,soil_unit_weight_kN_m3\s*[=:]?\s*([0-9.+-eE]+),geotechnical,n/a; out of range,keep precision 0.01,"in [10, 30]",False,False,True,"check value in [10, 30]; cross-check with HYD-C-022"
HYD-226,es,foundation_type,,-,geotechnical_study,geotechnical,foundation_type,foundation_type\s*[=:]?\s*([A-Za-z0-9_/-]+),geotechnical,n/a; out of range,keep precision as-is,allowed_values: SPREAD;RAFT;PILE;ANCHOR,False,True,True,"check value in [None, None]; cross-check with HYD-C-022;HYD-C-026"
HYD-227,es,foundation_depth_m,,m,geotechnical_study,geotechnical,foundation_depth_m,foundation_depth_m\s*[=:]?\s*([0-9.+-eE]+),geotechnical,n/a; out of range,keep precision 0.01,"in [0.5, 30]",False,False,True,"check value in [0.5, 30]; cross-check with HYD-C-022;HYD-C-026"
HYD-228,es,subdrainage_system_present,,-,geotechnical_study,geotechnical,subdrainage_system_present,subdrainage_system_present\s*[=:]?\s*(true|false|si|no|yes|1|0),geotechnical,n/a; out of range,keep precision as-is,boolean true/false,False,True,True,"check value in [None, None]; cross-check with HYD-C-022"
HYD-229,es,anchor_capacity_kN,,kN,geotechnical_study,geotechnical,anchor_capacity_kN,anchor_capacity_kN\s*[=:]?\s*([0-9.+-eE]+),geotechnical,n/a; out of range,keep precision 1,"in [0, 10000]",False,False,True,"check value in [0, 10000]; cross-check with HYD-C-022"
HYD-230,es,sliding_safety_factor,,-,geotechnical_study,geotechnical,sliding_safety_factor,sliding_safety_factor\s*[=:]?\s*([0-9.+-eE]+),geotechnical,n/a; out of range,keep precision 0.01,"in [1, 5]",False,False,True,"check value in [1, 5]; cross-check with HYD-C-022"
HYD-240,es,seismic_zone,,-,seismic_study,seismic,seismic_zone,seismic_zone\s*[=:]?\s*([A-Za-z0-9_/-]+),seismic,n/a; out of range,keep precision as-is,allowed_values: ZONE_1;ZONE_2;ZONE_3;ZONE_4,False,True,True,"check value in [None, None]; cross-check with HYD-C-023"
HYD-241,es,peak_ground_acceleration_g,,g,seismic_study,seismic,peak_ground_acceleration_g,peak_ground_acceleration_g\s*[=:]?\s*([0-9.+-eE]+),seismic,n/a; out of range,keep precision 0.001,"in [0, 3]",False,False,True,"check value in [0, 3]; cross-check with HYD-C-023"
HYD-242,es,seismic_response_spectrum,,-,seismic_study,seismic,seismic_response_spectrum,seismic_response_spectrum\s*[=:]?\s*([A-Za-z0-9_/-]+),seismic,n/a; out of range,keep precision as-is,"allowed_values: CSV Sa,T pairs",False,True,True,"check value in [None, None]; cross-check with HYD-C-023"
HYD-243,es,seismic_importance_factor,,-,seismic_study,seismic,seismic_importance_factor,seismic_importance_factor\s*[=:]?\s*([0-9.+-eE]+),seismic,n/a; out of range,keep precision 0.01,"in [0.5, 1.5]",False,False,True,"check value in [0.5, 1.5]; cross-check with HYD-C-023"
HYD-244,es,seismic_reduction_factor_R,,-,seismic_study,seismic,seismic_reduction_factor_R,seismic_reduction_factor_R\s*[=:]?\s*([0-9.+-eE]+),seismic,n/a; out of range,keep precision 0.1,"in [1, 12]",False,False,True,"check value in [1, 12]; cross-check with HYD-C-023"
HYD-245,es,seismic_slope_stability_factor,,-,seismic_study,seismic,seismic_slope_stability_factor,seismic_slope_stability_factor\s*[=:]?\s*([0-9.+-eE]+),seismic,n/a; out of range,keep precision 0.01,"in [1, 3]",False,False,True,"check value in [1, 3]; cross-check with HYD-C-023"
HYD-250,es,spillway_type,,-,civil_drawings|hydraulic_calc,spillway,spillway_type,spillway_type\s*[=:]?\s*([A-Za-z0-9_/-]+),spillway,n/a; out of range,keep precision as-is,allowed_values: OGEE;SIPHON;SIDE_CHANNEL;OGEE_RADIAL_GATE,False,True,True,"check value in [None, None]; cross-check with HYD-C-024"
HYD-251,es,spillway_design_head_m,,m,civil_drawings|hydraulic_calc,spillway,spillway_design_head_m,spillway_design_head_m\s*[=:]?\s*([0-9.+-eE]+),spillway,n/a; out of range,keep precision 0.001,"in [0, 30]",False,False,True,"check value in [0, 30]; cross-check with HYD-C-024"
HYD-252,es,spillway_crest_length_m,,m,civil_drawings|hydraulic_calc,spillway,spillway_crest_length_m,spillway_crest_length_m\s*[=:]?\s*([0-9.+-eE]+),spillway,n/a; out of range,keep precision 0.001,"in [0.5, 500]",False,False,True,"check value in [0.5, 500]; cross-check with HYD-C-024"
HYD-253,es,spillway_discharge_capacity_m3s,,m3/s,civil_drawings|hydraulic_calc,spillway,spillway_discharge_capacity_m3s,spillway_discharge_capacity_m3s\s*[=:]?\s*([0-9.+-eE]+),spillway,n/a; out of range,keep precision 0.1,"in [0, 200000]",False,False,True,"check value in [0, 200000]; cross-check with HYD-C-024"
HYD-254,es,stilling_basin_length_m,,m,civil_drawings|hydraulic_calc,spillway,stilling_basin_length_m,stilling_basin_length_m\s*[=:]?\s*([0-9.+-eE]+),spillway,n/a; out of range,keep precision 0.001,"in [0, 200]",False,False,True,"check value in [0, 200]; cross-check with HYD-C-025"
HYD-255,es,stilling_basin_type,,-,civil_drawings|hydraulic_calc,spillway,stilling_basin_type,stilling_basin_type\s*[=:]?\s*([A-Za-z0-9_/-]+),spillway,n/a; out of range,keep precision as-is,allowed_values: STILLING_BASIN_III;STILLING_BASIN_IV;BAFFLE_BLOCK;ROLLING_JUMP;SKIJUMP,False,True,True,"check value in [None, None]; cross-check with HYD-C-025"
HYD-256,es,dam_height_m,,m,civil_drawings|stability_calc,civil structural,dam_height_m,dam_height_m\s*[=:]?\s*([0-9.+-eE]+),civil structural,n/a; out of range,keep precision 0.01,"in [0, 300]",False,False,True,"check value in [0, 300]; cross-check with HYD-C-022"
HYD-257,es,dam_type,,-,civil_drawings|stability_calc,civil structural,dam_type,dam_type\s*[=:]?\s*([A-Za-z0-9_/-]+),civil structural,n/a; out of range,keep precision as-is,allowed_values: NONE;CONCRETE_GRAVITY;CONCRETE_ARCH;EARTH_FILL;ROCKFILL CFRD;RCC,False,True,True,"check value in [None, None]; cross-check with HYD-C-022"
HYD-260,es,headrace_canal_length_m,,m,civil_drawings|hydraulic_calc,canal,headrace_canal_length_m,headrace_canal_length_m\s*[=:]?\s*([0-9.+-eE]+),canal,n/a; out of range,keep precision 0.01,"in [0, 20000]",False,False,True,"check value in [0, 20000]; cross-check with HYD-C-011;HYD-C-026"
HYD-261,es,headrace_canal_cross_section_m2,,m2,civil_drawings|hydraulic_calc,canal,headrace_canal_cross_section_m2,headrace_canal_cross_section_m2\s*[=:]?\s*([0-9.+-eE]+),canal,n/a; out of range,keep precision 0.01,"in [0.1, 500]",False,False,True,"check value in [0.1, 500]; cross-check with HYD-C-011;HYD-C-026"
HYD-262,es,tailrace_canal_length_m,,m,civil_drawings|hydraulic_calc,canal,tailrace_canal_length_m,tailrace_canal_length_m\s*[=:]?\s*([0-9.+-eE]+),canal,n/a; out of range,keep precision 0.01,"in [0, 5000]",False,False,True,"check value in [0, 5000]; cross-check with HYD-C-022;HYD-C-026"
HYD-263,es,tailrace_canal_velocity_m_s,,m/s,civil_drawings|hydraulic_calc,canal,tailrace_canal_velocity_m_s,tailrace_canal_velocity_m_s\s*[=:]?\s*([0-9.+-eE]+),canal,n/a; out of range,keep precision 0.001,"in [0.1, 5]",False,False,True,"check value in [0.1, 5]; cross-check with HYD-C-011"
HYD-171,es;en,assumed_gross_head_m,,m,datasheet;report;specification,Properties;Specifications,assumed_gross_head_m,regex:([0-9]+\.?[0-9]*)\s*m,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
HYD-172,es;en,assumed_net_head_m,,m,datasheet;report;specification,Properties;Specifications,assumed_net_head_m,regex:([0-9]+\.?[0-9]*)\s*m,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
HYD-173,es;en,assumed_turbine_efficiency_pct,,percent,datasheet;report;specification,Properties;Specifications,assumed_turbine_efficiency_pct,regex:([0-9]+\.?[0-9]*)\s*percent,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
HYD-174,es;en,assumed_penstock_diameter_mm,,mm,datasheet;report;specification,Properties;Specifications,assumed_penstock_diameter_mm,regex:([0-9]+\.?[0-9]*)\s*mm,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
HYD-175,es;en,assumed_penstock_pressure_bar,,bar,datasheet;report;specification,Properties;Specifications,assumed_penstock_pressure_bar,regex:([0-9]+\.?[0-9]*)\s*bar,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
HYD-176,es;en,assumed_condenser_pressure_kpa,,kPa,datasheet;report;specification,Properties;Specifications,assumed_condenser_pressure_kpa,regex:([0-9]+\.?[0-9]*)\s*kPa,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
HYD-177,es;en,assumed_rpm_synchronous,,RPM,datasheet;report;specification,Properties;Specifications,assumed_rpm_synchronous,regex:([0-9]+\.?[0-9]*)\s*RPM,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
HYD-178,es;en,assumed_rated_power_mw,,MW,datasheet;report;specification,Properties;Specifications,assumed_rated_power_mw,regex:([0-9]+\.?[0-9]*)\s*MW,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
HYD-179,es;en,assumed_soil_bearing_capacity_kpa,,kPa,datasheet;report;specification,Properties;Specifications,assumed_soil_bearing_capacity_kpa,regex:([0-9]+\.?[0-9]*)\s*kPa,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
HYD-300,es;en,assumed_soil_bearing_capacity_kpa,,kPa,datasheet;report;specification,Properties;Specifications,assumed_soil_bearing_capacity_kpa,regex_value,positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
